"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006885","regulation of pH","12/83","18/1855",0.666666666666667,14.8995983935743,12.8217108585025,4.32565156384184e-13,1.83840191463278e-10,1.69838740348738e-10,"PPT1/ATP6V0B/ATP6V0E1/ATP6V1F/ATP6AP2/ATP6AP1/RAB7A/LAMP1/TCIRG1/ATP6V1H/TMEM165/ATP6V1B2",12
"BP","GO:0030641","regulation of cellular pH","12/83","18/1855",0.666666666666667,14.8995983935743,12.8217108585025,4.32565156384184e-13,1.83840191463278e-10,1.69838740348738e-10,"PPT1/ATP6V0B/ATP6V0E1/ATP6V1F/ATP6AP2/ATP6AP1/RAB7A/LAMP1/TCIRG1/ATP6V1H/TMEM165/ATP6V1B2",12
"BP","GO:0051453","regulation of intracellular pH","12/83","18/1855",0.666666666666667,14.8995983935743,12.8217108585025,4.32565156384184e-13,1.83840191463278e-10,1.69838740348738e-10,"PPT1/ATP6V0B/ATP6V0E1/ATP6V1F/ATP6AP2/ATP6AP1/RAB7A/LAMP1/TCIRG1/ATP6V1H/TMEM165/ATP6V1B2",12
"BP","GO:0051452","intracellular pH reduction","11/83","16/1855",0.6875,15.3652108433735,12.486570791258,2.69976037263499e-12,8.60548618777403e-10,7.95008383415409e-10,"PPT1/ATP6V0B/ATP6V0E1/ATP6V1F/ATP6AP2/ATP6AP1/RAB7A/LAMP1/TCIRG1/ATP6V1H/ATP6V1B2",11
"BP","GO:0007033","vacuole organization","16/83","46/1855",0.347826086956522,7.77370350969094,10.0657900570519,2.03202134080666e-11,5.18165441905698e-09,4.787014484974e-09,"PPT1/ATP6V0B/CTSD/ATP6V1F/ANXA2/ATP6AP2/ATP6AP1/MAP1LC3B/RAB7A/LAMP1/CHMP3/ARL8B/TCIRG1/CHMP4B/ATP6V1H/TMEM165",16
"BP","GO:0007035","vacuolar acidification","10/83","15/1855",0.666666666666667,14.8995983935743,11.6950214458753,4.68683918249338e-11,9.95953326279843e-09,9.20100534247384e-09,"PPT1/ATP6V0B/ATP6V0E1/ATP6V1F/ATP6AP2/ATP6AP1/LAMP1/TCIRG1/ATP6V1H/ATP6V1B2",10
"BP","GO:0035751","regulation of lysosomal lumen pH","9/83","12/1855",0.75,16.7620481927711,11.8523006319519,9.21389290526374e-11,1.67824477917304e-08,1.55042799413385e-08,"PPT1/ATP6V0B/ATP6V1F/ATP6AP2/ATP6AP1/LAMP1/TCIRG1/ATP6V1H/TMEM165",9
"BP","GO:0016192","vesicle-mediated transport","33/83","236/1855",0.139830508474576,3.12512762916071,7.56100712118645,1.65121783224881e-10,2.41249903957872e-08,2.22876072263248e-08,"CD63/PPT1/TAPBP/RAB13/RAP1B/FCGRT/ATP6V1F/ANXA2/SNX3/ATP6AP2/ATP6V1G1/CMTM6/ATP6AP1/RAB5C/ATP6V1E1/VAPA/RAB7A/ANXA11/OLR1/SNX6/SH3KBP1/LAMP1/CHMP3/ARL8B/RAB10/VPS26A/CHMP4B/AP1B1/ATP6V1H/M6PR/PECAM1/SNX2/ATP6V1B2",33
"BP","GO:0007040","lysosome organization","13/83","32/1855",0.40625,9.07944277108434,9.97528048940701,1.95450099096578e-10,2.41249903957872e-08,2.22876072263248e-08,"PPT1/ATP6V0B/ATP6V1F/ATP6AP2/ATP6AP1/RAB7A/LAMP1/CHMP3/ARL8B/TCIRG1/CHMP4B/ATP6V1H/TMEM165",13
"BP","GO:0080171","lytic vacuole organization","13/83","32/1855",0.40625,9.07944277108434,9.97528048940701,1.95450099096578e-10,2.41249903957872e-08,2.22876072263248e-08,"PPT1/ATP6V0B/ATP6V1F/ATP6AP2/ATP6AP1/RAB7A/LAMP1/CHMP3/ARL8B/TCIRG1/CHMP4B/ATP6V1H/TMEM165",13
"BP","GO:0044248","cellular catabolic process","28/83","173/1855",0.161849710982659,3.61724354063653,7.82197178019701,2.08137172042086e-10,2.41249903957872e-08,2.22876072263248e-08,"PPT1/ATP6V0B/ATP6V0E1/PSAP/TMEM59/CTSD/ANXA2/ATP6V1G1/CTSA/ANPEP/MAP1LC3B/ASAH1/ATP6V1E1/RAB7A/GNAI3/SNX6/CPQ/CHMP3/GNS/ARL8B/TCIRG1/NEU1/VPS26A/CHMP4B/ATP6V1H/M6PR/HGSNAT/ATP6V1B2",28
"BP","GO:0016050","vesicle organization","17/83","66/1855",0.257575757575758,5.75666301569916,8.51395273469801,9.76286705146507e-10,1.03730462421816e-07,9.58302476367492e-08,"SRGN/ATP6V0B/ATP6V1F/ANXA2/SNX3/ATP6AP2/ATP6V1G1/ATP6AP1/ATP6V1E1/VAPA/RAB7A/CHMP3/ARL8B/CHMP4B/AP1B1/ATP6V1H/ATP6V1B2",17
"BP","GO:0007042","lysosomal lumen acidification","8/83","11/1855",0.727272727272727,16.2541073384447,10.9790492840196,1.70173659763948e-09,1.66901089383872e-07,1.54189737065472e-07,"PPT1/ATP6V0B/ATP6V1F/ATP6AP2/ATP6AP1/LAMP1/TCIRG1/ATP6V1H",8
"BP","GO:0051649","establishment of localization in cell","36/83","327/1855",0.110091743119266,2.46048413838842,6.29609244634171,1.86128048181014e-08,1.69509472450567e-06,1.5659946309365e-06,"CD63/PPT1/PSAP/DYNLL1/RAB13/RAP1B/ATP6V1F/ANXA2/SNX3/ATP6AP2/ATP6V1G1/CMTM6/CTSA/ATP6AP1/RAB5C/ATP6V1E1/VAPA/RAB7A/DYNC1H1/SNX6/LAMP1/TMEM30A/CHMP3/ARL8B/RAB10/TCIRG1/VPS26A/CHMP4B/AP1B1/STEAP4/ATP6V1H/M6PR/HGSNAT/SNX2/ATP6V1B2/MFSD1",36
