"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0007015","actin filament organization","33/51","87/1855",0.379310344827586,13.7964841108857,20.5508999094933,2.79217110417804e-34,2.46548708498921e-31,2.05151097970134e-31,"CAP1/TMSB10/ACTG1/S100A10/ARPC2/ARPC3/TAGLN2/LCP1/ARPC5/RAC1/GSN/MARCKS/ACTR2/ARPC1B/RHOC/CAPZA1/CAPG/ACTN1/RHOG/COTL1/TPM4/DSTN/FSCN1/MARCKSL1/MTSS1/RND3/CYFIP1/SPTBN1/MYO1E/RDX/EVL/CDC42EP3/CORO1B",33
"BP","GO:0030029","actin filament-based process","37/51","131/1855",0.282442748091603,10.2731627001946,18.5061715240858,8.24514378270202e-34,3.64023098006294e-31,3.02900545280316e-31,"CAP1/TMSB10/ACTG1/S100A10/ARPC2/ARPC3/TAGLN2/LCP1/ARPC5/RAC1/GSN/SDCBP/MARCKS/ACTR2/ARPC1B/RHOC/ABRACL/CAPZA1/CAPG/ACTN1/ACTN4/RHOG/COTL1/TPM4/DSTN/FSCN1/MARCKSL1/MTSS1/RND3/CYFIP1/SPTBN1/MYO1E/RDX/EVL/CDC42EP3/TRIP10/CORO1B",37
"BP","GO:0030036","actin cytoskeleton organization","36/51","124/1855",0.290322580645161,10.5597722960152,18.5238622575463,3.85497209911203e-33,1.13464678783864e-30,9.44130008835158e-31,"CAP1/TMSB10/ACTG1/S100A10/ARPC2/ARPC3/TAGLN2/LCP1/ARPC5/RAC1/GSN/SDCBP/MARCKS/ACTR2/ARPC1B/RHOC/CAPZA1/CAPG/ACTN1/ACTN4/RHOG/COTL1/TPM4/DSTN/FSCN1/MARCKSL1/MTSS1/RND3/CYFIP1/SPTBN1/MYO1E/RDX/EVL/CDC42EP3/TRIP10/CORO1B",36
"BP","GO:0097435","supramolecular fiber organization","33/51","131/1855",0.251908396946565,9.16255051638976,16.2897562367966,1.76720961317249e-27,3.41734816777009e-25,2.84354654718189e-25,"CAP1/TMSB10/ACTG1/S100A10/ARPC2/ARPC3/TAGLN2/LCP1/ARPC5/RAC1/GSN/MARCKS/ACTR2/ARPC1B/RHOC/CAPZA1/CAPG/ACTN1/RHOG/COTL1/TPM4/DSTN/FSCN1/MARCKSL1/MTSS1/RND3/CYFIP1/SPTBN1/MYO1E/RDX/EVL/CDC42EP3/CORO1B",33
"BP","GO:0007010","cytoskeleton organization","38/51","204/1855",0.186274509803922,6.77527873894656,14.6972534442872,1.93507823769541e-27,3.41734816777009e-25,2.84354654718189e-25,"CAP1/TMSB10/ACTG1/S100A10/ARPC2/ARPC3/TAGLN2/DPYSL2/LCP1/ARPC5/RAC1/GSN/SDCBP/MARCKS/ACTR2/ARPC1B/RHOC/CAPZA1/CAPG/ACTN1/ACTN4/RHOG/COTL1/TPM4/DSTN/FSCN1/MARCKSL1/MTSS1/RND3/CYFIP1/SPTBN1/MYO1E/RDX/STAG2/EVL/CDC42EP3/TRIP10/CORO1B",38
"BP","GO:0032970","regulation of actin filament-based process","24/51","74/1855",0.324324324324324,11.7965023847377,15.9326740520111,5.11190517507936e-22,7.52302044932513e-20,6.25984177579894e-20,"TMSB10/ACTG1/S100A10/ARPC2/ARPC3/ARPC5/RAC1/GSN/RHOC/ABRACL/CAPZA1/CAPG/RHOG/COTL1/DSTN/FSCN1/MTSS1/RND3/CYFIP1/SPTBN1/RDX/EVL/CDC42EP3/CORO1B",24
"BP","GO:0032956","regulation of actin cytoskeleton organization","23/51","68/1855",0.338235294117647,12.3024798154556,15.9620110298346,1.60926364769193e-21,2.02997114415996e-19,1.68912184374281e-19,"TMSB10/ACTG1/S100A10/ARPC2/ARPC3/ARPC5/RAC1/GSN/RHOC/CAPZA1/CAPG/RHOG/COTL1/DSTN/FSCN1/MTSS1/RND3/CYFIP1/SPTBN1/RDX/EVL/CDC42EP3/CORO1B",23
"BP","GO:0110053","regulation of actin filament organization","20/51","58/1855",0.344827586206897,12.5422582826234,15.0124796919904,8.90827952694647e-19,9.83251352786717e-17,8.18155146027452e-17,"TMSB10/ACTG1/S100A10/ARPC2/ARPC3/ARPC5/RAC1/GSN/RHOC/CAPZA1/CAPG/COTL1/DSTN/MTSS1/CYFIP1/SPTBN1/RDX/EVL/CDC42EP3/CORO1B",20
"BP","GO:0051493","regulation of cytoskeleton organization","23/51","91/1855",0.252747252747253,9.19306184012066,13.4722249255604,2.98445853112006e-18,2.92808542553224e-16,2.43643515172141e-16,"TMSB10/ACTG1/S100A10/ARPC2/ARPC3/ARPC5/RAC1/GSN/RHOC/CAPZA1/CAPG/RHOG/COTL1/DSTN/FSCN1/MTSS1/RND3/CYFIP1/SPTBN1/RDX/EVL/CDC42EP3/CORO1B",23
"BP","GO:1902903","regulation of supramolecular fiber organization","20/51","70/1855",0.285714285714286,10.3921568627451,13.4653278963288,6.39912543105903e-17,5.65042775562512e-15,4.70167321145179e-15,"TMSB10/ACTG1/S100A10/ARPC2/ARPC3/ARPC5/RAC1/GSN/RHOC/CAPZA1/CAPG/COTL1/DSTN/MTSS1/CYFIP1/SPTBN1/RDX/EVL/CDC42EP3/CORO1B",20
"BP","GO:0044087","regulation of cellular component biogenesis","26/51","163/1855",0.159509202453988,5.80175628533622,10.7898503861832,1.89992453748254e-15,1.52512124236099e-13,1.26904050446203e-13,"TMSB10/ACTG1/S100A10/ARPC2/ARPC3/MMP14/LCP1/ARPC5/RAC1/GSN/SDCBP/ACTR2/RHOC/MMP1/CAPZA1/CAPG/RHOG/COTL1/FSCN1/MTSS1/MYO10/CYFIP1/SPTBN1/RDX/EVL/CDC42EP3",26
"BP","GO:0008154","actin polymerization or depolymerization","15/51","41/1855",0.365853658536585,13.3070301291248,13.3951702307443,1.62821274251144e-14,1.198093209698e-12,9.9692324059034e-13,"TMSB10/ARPC2/ARPC3/ARPC5/RAC1/GSN/CAPZA1/CAPG/COTL1/DSTN/CYFIP1/SPTBN1/RDX/EVL/CDC42EP3",15
"BP","GO:0030041","actin filament polymerization","14/51","35/1855",0.4,14.5490196078431,13.6027866279417,3.22471088149823e-14,2.19032285258687e-12,1.82254914598037e-12,"TMSB10/ARPC2/ARPC3/ARPC5/RAC1/GSN/CAPZA1/CAPG/COTL1/CYFIP1/SPTBN1/RDX/EVL/CDC42EP3",14
