"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006119","oxidative phosphorylation","8/20","83/1855",0.0963855421686747,8.93975903614458,7.72442815358,9.3321298826226e-07,0.000370485556340117,0.000329080369545113,"COX7C/COX7A2/CHCHD2/ATP5MG/COX8A/COX6A1/NDUFB11/NDUFB6",8
"BP","GO:0009060","aerobic respiration","8/20","91/1855",0.0879120879120879,8.15384615384616,7.3040347449891,1.91675845505099e-06,0.000380476553327621,0.000337954780232674,"COX7C/COX7A2/CHCHD2/ATP5MG/COX8A/COX6A1/NDUFB11/NDUFB6",8
"BP","GO:0045333","cellular respiration","8/20","97/1855",0.0824742268041237,7.64948453608247,7.02127916038307,3.14415232351818e-06,0.000416076157478906,0.000369575799431084,"COX7C/COX7A2/CHCHD2/ATP5MG/COX8A/COX6A1/NDUFB11/NDUFB6",8
"BP","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","4/20","13/1855",0.307692307692308,28.5384615384615,10.3996414423707,6.61760613999041e-06,0.000610486455881856,0.000542258949278594,"COX7C/COX7A2/COX8A/COX6A1",4
"BP","GO:0015980","energy derivation by oxidation of organic compounds","8/20","109/1855",0.073394495412844,6.80733944954128,6.52259134431672,7.68874629574126e-06,0.000610486455881856,0.000542258949278594,"COX7C/COX7A2/CHCHD2/ATP5MG/COX8A/COX6A1/NDUFB11/NDUFB6",8
"BP","GO:0042773","ATP synthesis coupled electron transport","6/20","60/1855",0.1,9.275,6.80085052460627,2.42454879362327e-05,0.00137506553009777,0.00122138924190044,"COX7C/COX7A2/CHCHD2/COX8A/COX6A1/NDUFB6",6
"BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","6/20","60/1855",0.1,9.275,6.80085052460627,2.42454879362327e-05,0.00137506553009777,0.00122138924190044,"COX7C/COX7A2/CHCHD2/COX8A/COX6A1/NDUFB6",6
"BP","GO:0022900","electron transport chain","6/20","64/1855",0.09375,8.6953125,6.53913469771455,3.53588013346952e-05,0.00155971601443044,0.00138540332714888,"COX7C/COX7A2/CHCHD2/COX8A/COX6A1/NDUFB6",6
"BP","GO:0022904","respiratory electron transport chain","6/20","64/1855",0.09375,8.6953125,6.53913469771455,3.53588013346952e-05,0.00155971601443044,0.00138540332714888,"COX7C/COX7A2/CHCHD2/COX8A/COX6A1/NDUFB6",6
"BP","GO:0006091","generation of precursor metabolites and energy","8/20","137/1855",0.0583941605839416,5.41605839416058,5.60577083531506,4.26691212016163e-05,0.00169396411170417,0.00150464795816226,"COX7C/COX7A2/CHCHD2/ATP5MG/COX8A/COX6A1/NDUFB11/NDUFB6",8
"BP","GO:0072522","purine-containing compound biosynthetic process","6/20","79/1855",0.0759493670886076,7.04430379746835,5.73046913877425,0.000118639759737928,0.00428181678326886,0.00380328416384746,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6/TECR",6
"BP","GO:0015986","proton motive force-driven ATP synthesis","5/20","51/1855",0.0980392156862745,9.09313725490196,6.1169588049693,0.000146182161517609,0.00483619317687424,0.00429570386915782,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:1901293","nucleoside phosphate biosynthetic process","6/20","86/1855",0.0697674418604651,6.47093023255814,5.42248443579595,0.00019150804028085,0.00584836092242287,0.00519475250964248,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6/TECR",6
"BP","GO:0019646","aerobic electron transport chain","5/20","55/1855",0.0909090909090909,8.43181818181818,5.83971963071604,0.00021062063592988,0.00597259946172589,0.00530510624334661,"COX7C/COX7A2/COX8A/COX6A1/NDUFB6",5
"BP","GO:0006754","ATP biosynthetic process","5/20","58/1855",0.0862068965517241,7.99568965517241,5.64966011846648,0.000271763826185244,0.00719268259970279,0.00638883380856539,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0009145","purine nucleoside triphosphate biosynthetic process","5/20","60/1855",0.0833333333333333,7.72916666666667,5.53039959579009,0.000319497594029868,0.00746120851940338,0.00662734947368456,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","5/20","60/1855",0.0833333333333333,7.72916666666667,5.53039959579009,0.000319497594029868,0.00746120851940338,0.00662734947368456,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0009201","ribonucleoside triphosphate biosynthetic process","5/20","61/1855",0.0819672131147541,7.60245901639344,5.47282095972561,0.000345639095663705,0.00762326227658283,0.00677129222499072,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0009142","nucleoside triphosphate biosynthetic process","5/20","62/1855",0.0806451612903226,7.47983870967742,5.416537127443,0.000373381175655515,0.00780170140711787,0.00692978913266469,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0009152","purine ribonucleotide biosynthetic process","5/20","63/1855",0.0793650793650794,7.36111111111111,5.36149718223201,0.000402788410014969,0.00799534993879713,0.00710179565026392,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0009260","ribonucleotide biosynthetic process","5/20","66/1855",0.0757575757575758,7.02651515151515,5.20337203684183,0.000501663744416166,0.00905275029696445,0.0080410217406419,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0046390","ribose phosphate biosynthetic process","5/20","66/1855",0.0757575757575758,7.02651515151515,5.20337203684183,0.000501663744416166,0.00905275029696445,0.0080410217406419,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0090407","organophosphate biosynthetic process","6/20","105/1855",0.0571428571428571,5.3,4.73473753333137,0.000577126218403773,0.00996170037853469,0.00884838824554983,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6/TECR",6
"BP","GO:0006164","purine nucleotide biosynthetic process","5/20","69/1855",0.072463768115942,6.72101449275362,5.05485490964069,0.000617957103107297,0.0102220404138999,0.00907963287460283,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0009165","nucleotide biosynthetic process","5/20","75/1855",0.0666666666666667,6.18333333333333,4.78279313962593,0.000910553390964797,0.014459587848521,0.0128435951988719,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:1902600","proton transmembrane transport","5/20","78/1855",0.0641025641025641,5.94551282051282,4.65764890229704,0.00109092822877182,0.0166576348777852,0.0147959901473102,"ATP5MG/COX8A/ATP5MC2/ATP5MC1/NDUFB6",5
"BP","GO:0072521","purine-containing compound metabolic process","6/20","125/1855",0.048,4.452,4.17113811455406,0.0014697966325737,0.0216114541900651,0.0191961743435551,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6/TECR",6
"BP","GO:0046034","ATP metabolic process","5/20","85/1855",0.0588235294117647,5.45588235294118,4.38943249003513,0.00161498132274993,0.0228981280404186,0.0203390504932792,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0098662","inorganic cation transmembrane transport","6/20","130/1855",0.0461538461538462,4.28076923076923,4.04859783084747,0.00180640596387739,0.0247290747468732,0.0219653719745527,"ATP5MG/COX8A/ATP5MC2/ATP5MC1/NDUFB6/SMDT1",6
"BP","GO:0009205","purine ribonucleoside triphosphate metabolic process","5/20","89/1855",0.0561797752808989,5.21067415730337,4.24916031778405,0.00198783029357657,0.0254377286837331,0.0225948272810568,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
"BP","GO:0098660","inorganic ion transmembrane transport","6/20","133/1855",0.0451127819548872,4.18421052631579,3.97798232439764,0.00203513625661734,0.0254377286837331,0.0225948272810568,"ATP5MG/COX8A/ATP5MC2/ATP5MC1/NDUFB6/SMDT1",6
"BP","GO:0009199","ribonucleoside triphosphate metabolic process","5/20","90/1855",0.0555555555555556,5.15277777777778,4.21540610529814,0.00209023712821775,0.0254377286837331,0.0225948272810568,"ATP5MG/ATP5MC2/NDUFB11/ATP5MC1/NDUFB6",5
