"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0019752","carboxylic acid metabolic process","29/44","98/1855",0.295918367346939,12.4756493506494,18.1897363638625,1.48913584114774e-28,1.04936714239737e-25,9.00876138051498e-26,"GAPDH/DBI/IER3/PKM/GPX4/TDO2/PGK1/LDHA/KYNU/STARD4/LDHB/TPI1/COMT/DECR1/GLUL/HEXB/SLC16A3/SMS/PGD/SCP2/LPL/MSRA/PFKP/HEXA/CD36/SCPEP1/AKR1A1/ACOX1/IDO1",29
"BP","GO:0043436","oxoacid metabolic process","29/44","99/1855",0.292929292929293,12.3496326905418,18.0866912975467,2.0887166031323e-28,1.04936714239737e-25,9.00876138051498e-26,"GAPDH/DBI/IER3/PKM/GPX4/TDO2/PGK1/LDHA/KYNU/STARD4/LDHB/TPI1/COMT/DECR1/GLUL/HEXB/SLC16A3/SMS/PGD/SCP2/LPL/MSRA/PFKP/HEXA/CD36/SCPEP1/AKR1A1/ACOX1/IDO1",29
"BP","GO:0006082","organic acid metabolic process","29/44","100/1855",0.29,12.2261363636364,17.9851361928098,2.91761021982587e-28,1.04936714239737e-25,9.00876138051498e-26,"GAPDH/DBI/IER3/PKM/GPX4/TDO2/PGK1/LDHA/KYNU/STARD4/LDHB/TPI1/COMT/DECR1/GLUL/HEXB/SLC16A3/SMS/PGD/SCP2/LPL/MSRA/PFKP/HEXA/CD36/SCPEP1/AKR1A1/ACOX1/IDO1",29
"BP","GO:0044281","small molecule metabolic process","36/44","231/1855",0.155844155844156,6.5702479338843,14.0996873206241,1.55967517363723e-26,4.20722378088644e-24,3.6118793494757e-24,"GAPDH/ATP5F1E/DBI/IER3/PKM/GPX4/TDO2/PGK1/LDHA/KYNU/STARD4/TALDO1/LDHB/TPI1/UPP1/COMT/DECR1/GLUL/HEXB/UXS1/SLC16A3/SMS/PGD/SCP2/LPL/CMPK1/MSRA/PFKP/HEXA/CD36/NME4/SCPEP1/NUDT14/AKR1A1/ACOX1/IDO1",36
"BP","GO:0032787","monocarboxylic acid metabolic process","25/44","77/1855",0.324675324675325,13.6880165289256,17.7212845056697,3.43931022837648e-25,7.42203147283644e-23,6.37177473888695e-23,"GAPDH/DBI/IER3/PKM/GPX4/PGK1/LDHA/KYNU/STARD4/LDHB/TPI1/COMT/DECR1/HEXB/SLC16A3/PGD/SCP2/LPL/PFKP/HEXA/CD36/SCPEP1/AKR1A1/ACOX1/IDO1",25
"BP","GO:0044282","small molecule catabolic process","17/44","33/1855",0.515151515151515,21.7183195592287,18.7136838820087,6.71855600902644e-21,1.20822032228992e-18,1.03725075227075e-18,"PKM/TDO2/PGK1/KYNU/TPI1/UPP1/DECR1/GLUL/HEXB/SLC16A3/PGD/SCP2/PFKP/HEXA/AKR1A1/ACOX1/IDO1",17
"BP","GO:0019637","organophosphate metabolic process","26/44","160/1855",0.1625,6.85085227272727,12.0646923221847,8.16666115682387e-18,1.25883248403042e-15,1.08070102526391e-15,"GAPDH/ATP5F1E/DBI/IER3/PKM/GPX4/TDO2/PGK1/LDHA/KYNU/TALDO1/LDHB/TPI1/UPP1/OSBPL8/HEXB/UXS1/PGD/SCP2/LPL/CMPK1/PFKP/NME4/NUDT14/AKR1A1/IDO1",26
"BP","GO:0016054","organic acid catabolic process","12/44","20/1855",0.6,25.2954545454545,17.0233085257299,6.9796776252963e-16,8.36785795299411e-14,7.18376176638683e-14,"TDO2/KYNU/DECR1/GLUL/HEXB/SLC16A3/PGD/SCP2/HEXA/AKR1A1/ACOX1/IDO1",12
"BP","GO:0046395","carboxylic acid catabolic process","12/44","20/1855",0.6,25.2954545454545,17.0233085257299,6.9796776252963e-16,8.36785795299411e-14,7.18376176638683e-14,"TDO2/KYNU/DECR1/GLUL/HEXB/SLC16A3/PGD/SCP2/HEXA/AKR1A1/ACOX1/IDO1",12
"BP","GO:0006796","phosphate-containing compound metabolic process","31/44","339/1855",0.0914454277286136,3.85525610083132,9.06185887927307,2.07579987822576e-14,2.22200784826628e-12,1.90758197792725e-12,"GAPDH/ATP5F1E/DBI/IER3/TXN/PKM/GPX4/TDO2/PGK1/LDHA/KYNU/TALDO1/LDHB/TPI1/UPP1/OSBPL8/HEXB/ERP29/UXS1/ZC3H12A/PGD/SCP2/LPL/CMPK1/PFKP/KCTD20/CD36/NME4/NUDT14/AKR1A1/IDO1",31
"BP","GO:0006793","phosphorus metabolic process","31/44","340/1855",0.0911764705882353,3.84391711229947,9.0421572308647,2.26525359878861e-14,2.22200784826628e-12,1.90758197792725e-12,"GAPDH/ATP5F1E/DBI/IER3/TXN/PKM/GPX4/TDO2/PGK1/LDHA/KYNU/TALDO1/LDHB/TPI1/UPP1/OSBPL8/HEXB/ERP29/UXS1/ZC3H12A/PGD/SCP2/LPL/CMPK1/PFKP/KCTD20/CD36/NME4/NUDT14/AKR1A1/IDO1",31
"BP","GO:0019362","pyridine nucleotide metabolic process","12/44","38/1855",0.31578947368421,13.3133971291866,11.9512738840701,1.11936668577737e-11,9.29074349195219e-10,7.97605411728006e-10,"GAPDH/IER3/PKM/PGK1/LDHA/KYNU/TALDO1/LDHB/TPI1/PGD/PFKP/IDO1",12
"BP","GO:0046496","nicotinamide nucleotide metabolic process","12/44","38/1855",0.31578947368421,13.3133971291866,11.9512738840701,1.11936668577737e-11,9.29074349195219e-10,7.97605411728006e-10,"GAPDH/IER3/PKM/PGK1/LDHA/KYNU/TALDO1/LDHB/TPI1/PGD/PFKP/IDO1",12
"BP","GO:0006753","nucleoside phosphate metabolic process","19/44","135/1855",0.140740740740741,5.93350168350168,9.27640966091841,2.06421120075561e-11,1.59091706115379e-09,1.36579387719168e-09,"GAPDH/ATP5F1E/IER3/PKM/TDO2/PGK1/LDHA/KYNU/TALDO1/LDHB/TPI1/UPP1/UXS1/PGD/CMPK1/PFKP/NME4/NUDT14/IDO1",19
"BP","GO:0072524","pyridine-containing compound metabolic process","12/44","40/1855",0.3,12.6477272727273,11.6052593996662,2.23557205400846e-11,1.59594354367167e-09,1.37010908583101e-09,"GAPDH/IER3/PKM/PGK1/LDHA/KYNU/TALDO1/LDHB/TPI1/PGD/PFKP/IDO1",12
"BP","GO:0055086","nucleobase-containing small molecule metabolic process","19/44","136/1855",0.139705882352941,5.88987299465241,9.231049357686,2.36655205734446e-11,1.59594354367167e-09,1.37010908583101e-09,"GAPDH/ATP5F1E/IER3/PKM/TDO2/PGK1/LDHA/KYNU/TALDO1/LDHB/TPI1/UPP1/UXS1/PGD/CMPK1/PFKP/NME4/NUDT14/IDO1",19
"BP","GO:0072329","monocarboxylic acid catabolic process","8/44","14/1855",0.571428571428571,24.0909090909091,13.5145046811261,1.39913755937448e-10,8.8804083915592e-09,7.62378360526033e-09,"DECR1/HEXB/SLC16A3/PGD/SCP2/HEXA/AKR1A1/ACOX1",8
"BP","GO:0010876","lipid localization","14/44","70/1855",0.2,8.43181818181818,9.87749830772479,1.49380109949957e-10,8.95450770200018e-09,7.68739747110888e-09,"DBI/STARD4/LRP10/COMT/OSBPL8/HEXB/SLC43A3/ZC3H12A/SCP2/LPL/PLIN2/HEXA/CD36/NME4",14
