"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0140353","lipid export from cell","4/22","12/1855",0.333333333333333,28.1060606060606,10.317615357713,6.91694736714231e-06,0.00704836936711802,0.00578111179948526,"SPP1/INHBA/NMB/IL1A",4
"BP","GO:0032370","positive regulation of lipid transport","4/22","15/1855",0.266666666666667,22.4848484848485,9.1506930184208,1.86318270675577e-05,0.00785993118893903,0.00644675932443323,"SPP1/NMB/APOE/IL1A",4
"BP","GO:0007267","cell-cell signaling","8/22","113/1855",0.0707964601769911,5.96942880128721,5.97044348749103,2.31401310763661e-05,0.00785993118893903,0.00644675932443323,"SPP1/INHBA/NMB/TNFAIP6/APOE/AREG/IL1A/GDF15",8
"BP","GO:0051093","negative regulation of developmental process","8/22","122/1855",0.0655737704918033,5.52906110283159,5.66857355947163,4.08603010007346e-05,0.0104091616799371,0.0085376523669956,"SPP1/LGALS1/INHBA/TNFAIP6/APOE/AREG/IL1A/GDF15",8
"BP","GO:0010721","negative regulation of cell development","5/22","41/1855",0.121951219512195,10.2827050997783,6.5831357921862,8.21009718304876e-05,0.01358602579954,0.0111433340063373,"SPP1/LGALS1/INHBA/TNFAIP6/IL1A",5
"BP","GO:0040007","growth","8/22","135/1855",0.0592592592592593,4.996632996633,5.28179940438128,8.57091243351367e-05,0.01358602579954,0.0111433340063373,"SPP1/INHBA/TNFAIP6/APOE/AREG/HBEGF/OSGIN2/GDF15",8
"BP","GO:1905954","positive regulation of lipid localization","4/22","22/1855",0.181818181818182,15.3305785123967,7.40591637068957,9.45268665969751e-05,0.01358602579954,0.0111433340063373,"SPP1/NMB/APOE/IL1A",4
"BP","GO:0003006","developmental process involved in reproduction","7/22","102/1855",0.0686274509803922,5.78654188948307,5.4464806454545,0.000106661635325142,0.01358602579954,0.0111433340063373,"SPP1/INHBA/CCNI/TNFAIP6/AREG/AFF4/IL1A",7
"BP","GO:0032368","regulation of lipid transport","4/22","25/1855",0.16,13.4909090909091,6.88689528923571,0.000159673811383393,0.0180786237555197,0.014828187864142,"SPP1/NMB/APOE/IL1A",4
"BP","GO:0022414","reproductive process","8/22","158/1855",0.0506329113924051,4.2692750287687,4.70569800685652,0.000264129006902453,0.0265701398651736,0.0217929766571436,"SPP1/INHBA/CCNI/TNFAIP6/AREG/AFF4/OSGIN2/IL1A",8
"BP","GO:0008202","steroid metabolic process","4/22","29/1855",0.137931034482759,11.6300940438871,6.31932500582271,0.000290551478863742,0.0265701398651736,0.0217929766571436,"SPP1/INHBA/APOE/IL1A",4
"BP","GO:0001558","regulation of cell growth","5/22","56/1855",0.0892857142857143,7.52840909090909,5.43338857909831,0.000372476676095587,0.0265701398651736,0.0217929766571436,"SPP1/INHBA/APOE/HBEGF/OSGIN2",5
"BP","GO:0097009","energy homeostasis","3/22","13/1855",0.230769230769231,19.458041958042,7.31471593244325,0.00038386374965701,0.0265701398651736,0.0217929766571436,"APOE/METRNL/GDF15",3
"BP","GO:0045596","negative regulation of cell differentiation","6/22","89/1855",0.0674157303370786,5.68437180796731,4.96062028805664,0.000413095430880442,0.0265701398651736,0.0217929766571436,"SPP1/LGALS1/INHBA/TNFAIP6/AREG/IL1A",6
"BP","GO:0006869","lipid transport","5/22","58/1855",0.0862068965517241,7.26880877742947,5.31263468631736,0.000439912532339706,0.0265701398651736,0.0217929766571436,"SPP1/INHBA/NMB/APOE/IL1A",5
"BP","GO:0044057","regulation of system process","5/22","59/1855",0.0847457627118644,7.14560862865947,5.25439493032177,0.000476919750664466,0.0265701398651736,0.0217929766571436,"SPP1/INHBA/APOE/TYMP/HBEGF",5
"BP","GO:0045926","negative regulation of growth","4/22","33/1855",0.121212121212121,10.2203856749311,5.85351645804205,0.000485142555940424,0.0265701398651736,0.0217929766571436,"SPP1/INHBA/OSGIN2/GDF15",4
"BP","GO:0040008","regulation of growth","6/22","92/1855",0.0652173913043478,5.49901185770751,4.84808101011762,0.000495419683452698,0.0265701398651736,0.0217929766571436,"SPP1/INHBA/APOE/HBEGF/OSGIN2/GDF15",6
"BP","GO:0048609","multicellular organismal reproductive process","6/22","92/1855",0.0652173913043478,5.49901185770751,4.84808101011762,0.000495419683452698,0.0265701398651736,0.0217929766571436,"SPP1/INHBA/CCNI/TNFAIP6/AFF4/IL1A",6
"BP","GO:1905952","regulation of lipid localization","4/22","34/1855",0.117647058823529,9.91978609625668,5.74941818418525,0.000545537167283947,0.0277951186731171,0.0227977110959713,"SPP1/NMB/APOE/IL1A",4
"BP","GO:0051239","regulation of multicellular organismal process","12/22","397/1855",0.0302267002518892,2.54866040760247,3.81204184904777,0.000621122815554755,0.0301392451928712,0.0247203767193221,"SPP1/LGALS1/INHBA/CCL1/NMB/TNFAIP6/CD70/APOE/TYMP/HBEGF/IL1A/GDF15",12
"BP","GO:0046887","positive regulation of hormone secretion","3/22","16/1855",0.1875,15.8096590909091,6.516271351895,0.000734422372954401,0.0332698421572652,0.0272881097803508,"SPP1/INHBA/NMB",3
