"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0070098","chemokine-mediated signaling pathway","8/24","18/1855",0.444444444444444,34.3518518518518,16.2748854692762,8.69613801179451e-12,1.08006034106488e-08,8.7602148181972e-09,"CCL3L1/CCL3/CCL4/CCL20/CXCL8/CXCL3/HIF1A/LYN",8
"BP","GO:1990868","response to chemokine","8/24","22/1855",0.363636363636364,28.1060606060606,14.6390477225143,6.16052586001075e-11,2.55045770604445e-08,2.06863973615098e-08,"CCL3L1/CCL3/CCL4/CCL20/CXCL8/CXCL3/HIF1A/LYN",8
"BP","GO:1990869","cellular response to chemokine","8/24","22/1855",0.363636363636364,28.1060606060606,14.6390477225143,6.16052586001075e-11,2.55045770604445e-08,2.06863973615098e-08,"CCL3L1/CCL3/CCL4/CCL20/CXCL8/CXCL3/HIF1A/LYN",8
"BP","GO:0006935","chemotaxis","9/24","76/1855",0.118421052631579,9.15296052631579,8.30711983272307,1.60953922708949e-07,3.99809544009029e-05,3.24279797963082e-05,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/PLAUR/CXCL3/LYN",9
"BP","GO:0042330","taxis","9/24","76/1855",0.118421052631579,9.15296052631579,8.30711983272307,1.60953922708949e-07,3.99809544009029e-05,3.24279797963082e-05,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/PLAUR/CXCL3/LYN",9
"BP","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","6/24","25/1855",0.24,18.55,10.1120193940596,3.61999171273833e-07,7.4171701126147e-05,6.01596050323949e-05,"CCL3L1/CCL3/CCL4/CCL20/CXCL8/CXCL3",6
"BP","GO:0060326","cell chemotaxis","8/24","61/1855",0.131147540983607,10.1366120218579,8.30529752709483,4.18036962868784e-07,7.4171701126147e-05,6.01596050323949e-05,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/CXCL3/LYN",8
"BP","GO:0019730","antimicrobial humoral response","6/24","28/1855",0.214285714285714,16.5625,9.49741510169034,7.5084251437971e-07,9.73440339742758e-05,7.89543524988405e-05,"CCL3L1/CCL3/CCL4/CCL20/CXCL8/CXCL3",6
"BP","GO:0006959","humoral immune response","7/24","45/1855",0.155555555555556,12.0231481481481,8.56818682138275,7.77619493927266e-07,9.73440339742758e-05,7.89543524988405e-05,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/CXCL3",7
"BP","GO:0007186","G protein-coupled receptor signaling pathway","8/24","66/1855",0.121212121212121,9.36868686868687,7.92392633134388,7.83768389486923e-07,9.73440339742758e-05,7.89543524988405e-05,"CCL3L1/CCL3/CCL4/CCL20/CXCL8/CXCL3/HIF1A/LYN",8
"BP","GO:0019221","cytokine-mediated signaling pathway","9/24","97/1855",0.0927835051546392,7.17139175257732,7.14621142887785,1.37696036246588e-06,0.000155471342743874,0.000126100580562664,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/CXCL3/HIF1A/LYN",9
"BP","GO:0071621","granulocyte chemotaxis","6/24","32/1855",0.1875,14.4921875,8.81211865655644,1.74610321312137e-06,0.000180443029336095,0.000146354758093603,"CCL3L1/IL1B/CCL3/CCL4/CXCL8/CXCL3",6
"BP","GO:0030595","leukocyte chemotaxis","7/24","51/1855",0.137254901960784,10.608660130719,7.96426986094754,1.88869515408151e-06,0.000180443029336095,0.000146354758093603,"CCL3L1/IL1B/CCL3/CCL4/CXCL8/CXCL3/LYN",7
"BP","GO:0097529","myeloid leukocyte migration","7/24","57/1855",0.12280701754386,9.49195906432749,7.45361213803359,4.10564196198069e-06,0.000364229094055715,0.000295421004331994,"CCL3L1/IL1B/CCL3/CCL4/CXCL8/CXCL3/LYN",7
"BP","GO:0097530","granulocyte migration","6/24","39/1855",0.153846153846154,11.8910256410256,7.86791166865819,5.92550372921193e-06,0.000479565986958447,0.000388969107144024,"CCL3L1/IL1B/CCL3/CCL4/CXCL8/CXCL3",6
"BP","GO:0050900","leukocyte migration","8/24","86/1855",0.0930232558139535,7.18992248062015,6.72801317053865,6.1779837289333e-06,0.000479565986958447,0.000388969107144024,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/CXCL3/LYN",8
"BP","GO:0030335","positive regulation of cell migration","9/24","118/1855",0.076271186440678,5.89512711864407,6.28957618794153,7.33613602006654e-06,0.000535969466877802,0.000434717162303633,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/SOD2/HIF1A/LYN",9
"BP","GO:2000147","positive regulation of cell motility","9/24","121/1855",0.0743801652892562,5.74896694214876,6.18420102823917,9.05799087666194e-06,0.000625001370489674,0.000506929664851782,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/SOD2/HIF1A/LYN",9
"BP","GO:0040017","positive regulation of locomotion","9/24","122/1855",0.0737704918032787,5.70184426229508,6.14985940997329,9.70447400935194e-06,0.000634366143137637,0.000514525297891956,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/SOD2/HIF1A/LYN",9
"BP","GO:0040011","locomotion","11/24","204/1855",0.053921568627451,4.16768790849673,5.48908868462975,1.50234441207254e-05,0.000932955879897048,0.00075670715913338,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/SOD2/PLAUR/CXCL3/HIF1A/LYN",11
"BP","GO:0098771","inorganic ion homeostasis","7/24","76/1855",0.0921052631578947,7.11896929824561,6.23466911794918,2.9024260680973e-05,0.00171657770313183,0.00139229160259103,"FTH1/FTL/CCL3/SOD2/ATP2B1/HIF1A/LYN",7
"BP","GO:0050801","monoatomic ion homeostasis","7/24","90/1855",0.0777777777777778,6.01157407407407,5.57878169638404,8.83153348010671e-05,0.00471468594582505,0.00382401428100227,"FTH1/FTL/CCL3/SOD2/ATP2B1/HIF1A/LYN",7
"BP","GO:0055080","monoatomic cation homeostasis","7/24","90/1855",0.0777777777777778,6.01157407407407,5.57878169638404,8.83153348010671e-05,0.00471468594582505,0.00382401428100227,"FTH1/FTL/CCL3/SOD2/ATP2B1/HIF1A/LYN",7
"BP","GO:0071347","cellular response to interleukin-1","4/24","20/1855",0.2,15.4583333333333,7.44100352417799,9.1105042431402e-05,0.00471468594582505,0.00382401428100227,"IL1B/CCL3/CXCL8/HIF1A",4
"BP","GO:0006954","inflammatory response","9/24","163/1855",0.0552147239263804,4.26763803680982,4.99969923304208,0.000103472403916948,0.00514050902659398,0.00416939328625345,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/CXCL3/HIF1A/LYN",9
"BP","GO:0030334","regulation of cell migration","9/24","171/1855",0.0526315789473684,4.06798245614035,4.8194357741276,0.000151182975859497,0.00719572944014097,0.00583635314366887,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/SOD2/HIF1A/LYN",9
"BP","GO:0030593","neutrophil chemotaxis","4/24","23/1855",0.173913043478261,13.4420289855072,6.8724043762203,0.000162222563867912,0.00719572944014097,0.00583635314366887,"IL1B/CCL3/CXCL8/CXCL3",4
"BP","GO:0070555","response to interleukin-1","4/24","23/1855",0.173913043478261,13.4420289855072,6.8724043762203,0.000162222563867912,0.00719572944014097,0.00583635314366887,"IL1B/CCL3/CXCL8/HIF1A",4
"BP","GO:2000145","regulation of cell motility","9/24","176/1855",0.0511363636363636,3.95241477272727,4.7122103533948,0.000189567443508355,0.00811871602887507,0.00658497435344812,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/SOD2/HIF1A/LYN",9
"BP","GO:0040012","regulation of locomotion","9/24","178/1855",0.050561797752809,3.90800561797753,4.67041018423859,0.000207072102959033,0.00857278506250395,0.00695326324672962,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/SOD2/HIF1A/LYN",9
"BP","GO:0055082","intracellular chemical homeostasis","7/24","107/1855",0.0654205607476635,5.05646417445483,4.9474923694907,0.000267492568933969,0.0107169603424513,0.00869237312291369,"FTH1/FTL/CCL3/SOD2/ATP2B1/HIF1A/LYN",7
"BP","GO:0071345","cellular response to cytokine stimulus","9/24","190/1855",0.0473684210526316,3.66118421052632,4.43160387215863,0.000343314573237452,0.0133248968737786,0.0108076331114553,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/CXCL3/HIF1A/LYN",9
"BP","GO:0007267","cell-cell signaling","7/24","113/1855",0.0619469026548673,4.78797935103245,4.75596952306469,0.000376769231982926,0.0139164351161066,0.0112874213120722,"IL1B/CCL3/CCL4/CCL20/NAMPT/HIF1A/LYN",7
"BP","GO:0016477","cell migration","10/24","238/1855",0.0420168067226891,3.24754901960784,4.25068531616478,0.000380965212518215,0.0139164351161066,0.0112874213120722,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/SOD2/CXCL3/HIF1A/LYN",10
"BP","GO:0030001","metal ion transport","6/24","81/1855",0.0740740740740741,5.72530864197531,4.97751062553144,0.000412298694502397,0.0142483719028724,0.0115566504882184,"FTH1/FTL/CCL3/CCL4/ATP2B1/LYN",6
"BP","GO:1990266","neutrophil migration","4/24","29/1855",0.137931034482759,10.6609195402299,6.00182586944883,0.00041299628703978,0.0142483719028724,0.0115566504882184,"IL1B/CCL3/CXCL8/CXCL3",4
"BP","GO:0019722","calcium-mediated signaling","4/24","30/1855",0.133333333333333,10.3055555555556,5.88149609276203,0.000472407569007565,0.0158575729920918,0.0128618504563368,"CCL3/CCL4/CCL20/CXCL8",4
"BP","GO:0030003","intracellular monoatomic cation homeostasis","6/24","84/1855",0.0714285714285714,5.52083333333333,4.85361330575724,0.000503302558692041,0.0164500467867241,0.0133423974700355,"FTH1/FTL/CCL3/ATP2B1/HIF1A/LYN",6
"BP","GO:0006873","intracellular monoatomic ion homeostasis","6/24","85/1855",0.0705882352941176,5.45588235294118,4.81363170618095,0.000536908917726266,0.0170984839952826,0.0138683356076663,"FTH1/FTL/CCL3/ATP2B1/HIF1A/LYN",6
"BP","GO:0030500","regulation of bone mineralization","3/24","14/1855",0.214285714285714,16.5625,6.69010296106637,0.000631485273819539,0.0196076177520967,0.0159034580801394,"CCL3/ATP2B1/HIF1A",3
"BP","GO:0048870","cell motility","10/24","255/1855",0.0392156862745098,3.03104575163399,3.99711017336385,0.00067505016162076,0.019849195525897,0.016099398354338,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/SOD2/CXCL3/HIF1A/LYN",10
"BP","GO:0002688","regulation of leukocyte chemotaxis","4/24","33/1855",0.121212121212121,9.36868686868687,5.55208895069494,0.000687210473118816,0.019849195525897,0.016099398354338,"CCL3/CCL4/CXCL8/LYN",4
"BP","GO:0009743","response to carbohydrate","4/24","33/1855",0.121212121212121,9.36868686868687,5.55208895069494,0.000687210473118816,0.019849195525897,0.016099398354338,"IL1B/SOD2/HIF1A/LYN",4
"BP","GO:0002685","regulation of leukocyte migration","5/24","59/1855",0.0847457627118644,6.55014124293785,4.9589894994621,0.00073295968967375,0.0206894530585181,0.0167809192109517,"CCL3/CCL4/CCL20/CXCL8/LYN",5
"BP","GO:0006879","intracellular iron ion homeostasis","3/24","15/1855",0.2,15.4583333333333,6.43533655737054,0.000782654775214363,0.0215792488509536,0.0175026198409718,"FTH1/FTL/HIF1A",3
"BP","GO:0019725","cellular homeostasis","7/24","128/1855",0.0546875,4.22688802083333,4.33070921914116,0.000813006737517095,0.0215792488509536,0.0175026198409718,"FTH1/FTL/CCL3/SOD2/ATP2B1/HIF1A/LYN",7
"BP","GO:0034097","response to cytokine","9/24","213/1855",0.0422535211267606,3.26584507042254,4.0229973836648,0.00081660603542256,0.0215792488509536,0.0175026198409718,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/CXCL3/HIF1A/LYN",9
"BP","GO:0051924","regulation of calcium ion transport","4/24","35/1855",0.114285714285714,8.83333333333333,5.35502187624354,0.000864166648448947,0.0223603120286165,0.0181361290036325,"CCL3/CCL4/ATP2B1/LYN",4
"BP","GO:1901652","response to peptide","9/24","216/1855",0.0416666666666667,3.22048611111111,3.97376127755769,0.00090637352712197,0.0229737942997038,0.0186337156918523,"CCL3L1/IL1B/CCL3/CCL4/CCL20/CXCL8/CXCL3/HIF1A/LYN",9
"BP","GO:0051928","positive regulation of calcium ion transport","3/24","16/1855",0.1875,14.4921875,6.20394313210188,0.000955090387486847,0.0237244452251733,0.0192425579121034,"CCL3/CCL4/ATP2B1",3
"BP","GO:2000403","positive regulation of lymphocyte migration","3/24","17/1855",0.176470588235294,13.6397058823529,5.99245786562403,0.00114990927546098,0.0280036729435791,0.0227133782583314,"CCL3/CCL4/CCL20",3
"BP","GO:0008285","negative regulation of cell population proliferation","6/24","99/1855",0.0606060606060606,4.68434343434343,4.31252634419511,0.00121984149755846,0.0291354449993771,0.0236313423717297,"FTH1/CCL3L1/IL1B/CXCL8/SOD2/LYN",6
