"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0009060","aerobic respiration","44/122","91/1855",0.483516483516484,7.35182849936948,16.4818390263069,5.7711227106141e-31,7.48603258539448e-28,7.43739714484407e-28,"UQCRB/UQCRH/COX4I1/NDUFS6/UQCRQ/NDUFS5/ATP5ME/ATP5MF/ATP5PF/COX6B1/ATP5F1B/COX7B/UQCR10/NDUFB4/COX5A/ATP5PB/NDUFB2/NDUFA1/ATP5F1D/NDUFB9/NDUFB1/CYCS/NDUFAB1/ATP5F1A/GHITM/NDUFA6/UQCC2/MDH1/ATP5PD/NDUFB3/NDUFB10/ATP5PO/NDUFA13/UQCRC1/NDUFS7/CHCHD10/NDUFA8/NDUFB5/UQCRC2/NDUFV1/NDUFA12/NDUFA10/SUCLG1/NDUFA5",44
"BP","GO:0045333","cellular respiration","45/122","97/1855",0.463917525773196,7.05382795335474,16.2458337651986,1.03828468590769e-30,7.48603258539448e-28,7.43739714484407e-28,"UQCRB/UQCRH/COX4I1/NDUFS6/UQCRQ/NDUFS5/ATP5ME/ATP5MF/ATP5PF/COX6B1/ATP5F1B/COX7B/UQCR10/NDUFB4/COX5A/ATP5PB/NDUFB2/NDUFA1/ATP5F1D/NDUFB9/NDUFB1/CYCS/NDUFAB1/ATP5F1A/GHITM/NDUFA6/UQCC2/MDH1/ATP5PD/NDUFB3/NDUFB10/ATP5PO/NDUFA13/UQCRC1/NDUFS7/CHCHD10/ETFB/NDUFA8/NDUFB5/UQCRC2/NDUFV1/NDUFA12/NDUFA10/SUCLG1/NDUFA5",45
"BP","GO:0006119","oxidative phosphorylation","42/122","83/1855",0.506024096385542,7.69405490815722,16.5512941350284,1.59827384821714e-30,7.68236963043039e-28,7.6324586225387e-28,"UQCRB/UQCRH/COX4I1/NDUFS6/UQCRQ/NDUFS5/ATP5ME/ATP5MF/ATP5PF/COX6B1/ATP5F1B/COX7B/UQCR10/NDUFB4/COX5A/ATP5PB/NDUFB2/NDUFA1/ATP5F1D/NDUFB9/NDUFB1/CYCS/NDUFAB1/ATP5F1A/GHITM/NDUFA6/UQCC2/ATP5PD/NDUFB3/NDUFB10/ATP5PO/NDUFA13/UQCRC1/NDUFS7/CHCHD10/NDUFA8/NDUFB5/UQCRC2/NDUFV1/NDUFA12/NDUFA10/NDUFA5",42
"BP","GO:0015980","energy derivation by oxidation of organic compounds","45/122","109/1855",0.412844036697248,6.27725973830651,15.0638193260488,5.85397537385346e-28,2.11035812227417e-25,2.09664749574068e-25,"UQCRB/UQCRH/COX4I1/NDUFS6/UQCRQ/NDUFS5/ATP5ME/ATP5MF/ATP5PF/COX6B1/ATP5F1B/COX7B/UQCR10/NDUFB4/COX5A/ATP5PB/NDUFB2/NDUFA1/ATP5F1D/NDUFB9/NDUFB1/CYCS/NDUFAB1/ATP5F1A/GHITM/NDUFA6/UQCC2/MDH1/ATP5PD/NDUFB3/NDUFB10/ATP5PO/NDUFA13/UQCRC1/NDUFS7/CHCHD10/ETFB/NDUFA8/NDUFB5/UQCRC2/NDUFV1/NDUFA12/NDUFA10/SUCLG1/NDUFA5",45
"BP","GO:1902600","proton transmembrane transport","37/122","78/1855",0.474358974358974,7.21258932324506,14.8700261515002,2.11616752785629e-25,6.10302715033755e-23,6.06337685349982e-23,"UQCRH/COX4I1/NDUFS6/NDUFS5/ATP5MC3/SLC25A3/ATP5ME/ATP5MF/ATP5PF/COX6B1/ATP5F1B/COX7B/UQCR10/NDUFB4/COX5A/ATP5PB/SLC25A5/NDUFB2/NDUFA1/ATP5F1D/NDUFB9/NDUFB1/ATP5F1A/GHITM/NDUFA6/ATP5PD/NDUFB3/NDUFB10/ATP5PO/UQCRC1/NDUFS7/NDUFA8/NDUFB5/NDUFV1/NDUFA12/NDUFA10/NDUFA5",37
"BP","GO:0006091","generation of precursor metabolites and energy","45/122","137/1855",0.328467153284672,4.99431614215628,12.8862525375193,5.99362945713183e-23,1.43910778928334e-20,1.4297581584164e-20,"UQCRB/UQCRH/COX4I1/NDUFS6/UQCRQ/NDUFS5/ATP5ME/ATP5MF/ATP5PF/COX6B1/ATP5F1B/COX7B/UQCR10/NDUFB4/COX5A/ATP5PB/NDUFB2/NDUFA1/ATP5F1D/NDUFB9/NDUFB1/CYCS/NDUFAB1/ATP5F1A/GHITM/NDUFA6/UQCC2/MDH1/ATP5PD/NDUFB3/NDUFB10/ATP5PO/NDUFA13/UQCRC1/NDUFS7/CHCHD10/ETFB/NDUFA8/NDUFB5/UQCRC2/NDUFV1/NDUFA12/NDUFA10/SUCLG1/NDUFA5",45
"BP","GO:0022900","electron transport chain","32/122","64/1855",0.5,7.60245901639344,14.2588141038482,8.48009273882644e-23,1.43910778928334e-20,1.4297581584164e-20,"UQCRB/UQCRH/COX4I1/NDUFS6/UQCRQ/NDUFS5/COX6B1/COX7B/UQCR10/NDUFB4/COX5A/NDUFB2/NDUFA1/NDUFB9/NDUFB1/CYCS/NDUFAB1/GHITM/NDUFA6/MDH1/NDUFB3/NDUFB10/UQCRC1/NDUFS7/ETFB/NDUFA8/NDUFB5/UQCRC2/NDUFV1/NDUFA12/NDUFA10/NDUFA5",32
"BP","GO:0022904","respiratory electron transport chain","32/122","64/1855",0.5,7.60245901639344,14.2588141038482,8.48009273882644e-23,1.43910778928334e-20,1.4297581584164e-20,"UQCRB/UQCRH/COX4I1/NDUFS6/UQCRQ/NDUFS5/COX6B1/COX7B/UQCR10/NDUFB4/COX5A/NDUFB2/NDUFA1/NDUFB9/NDUFB1/CYCS/NDUFAB1/GHITM/NDUFA6/MDH1/NDUFB3/NDUFB10/UQCRC1/NDUFS7/ETFB/NDUFA8/NDUFB5/UQCRC2/NDUFV1/NDUFA12/NDUFA10/NDUFA5",32
"BP","GO:0015986","proton motive force-driven ATP synthesis","29/122","51/1855",0.568627450980392,8.6459337833494,14.6869918162299,8.98194875419561e-23,1.43910778928334e-20,1.4297581584164e-20,"NDUFS6/NDUFS5/ATP5MC3/ATP5ME/ATP5MF/ATP5PF/ATP5F1B/NDUFB4/ATP5PB/NDUFB2/NDUFA1/ATP5F1D/NDUFB9/NDUFB1/NDUFAB1/ATP5F1A/NDUFA6/ATP5PD/NDUFB3/NDUFB10/ATP5PO/NDUFA13/NDUFS7/NDUFA8/NDUFB5/NDUFV1/NDUFA12/NDUFA10/NDUFA5",29
"BP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","28/122","48/1855",0.583333333333333,8.86953551912568,14.6529862201856,2.05367377919987e-22,2.96139758960621e-20,2.94215790893792e-20,"NDUFS6/NDUFS5/ATP5ME/ATP5MF/ATP5PF/ATP5F1B/NDUFB4/ATP5PB/NDUFB2/NDUFA1/ATP5F1D/NDUFB9/NDUFB1/NDUFAB1/ATP5F1A/NDUFA6/ATP5PD/NDUFB3/NDUFB10/ATP5PO/NDUFA13/NDUFS7/NDUFA8/NDUFB5/NDUFV1/NDUFA12/NDUFA10/NDUFA5",28
