"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0051346","negative regulation of hydrolase activity","8/20","37/1855",0.216216216216216,20.0540540540541,12.2192104298862,1.19923841170917e-09,7.2434000067234e-07,6.7409822300284e-07,"CSTB/CST3/A2M/SERPINB1/SERPINI1/CD109/PTX3/TIMP3",8
"BP","GO:0010466","negative regulation of peptidase activity","7/20","30/1855",0.233333333333333,21.6416666666667,11.8966800538944,9.22910442708945e-09,2.78718953698101e-06,2.5938640863504e-06,"CSTB/CST3/A2M/SERPINB1/SERPINI1/CD109/TIMP3",7
"BP","GO:0052547","regulation of peptidase activity","8/20","68/1855",0.117647058823529,10.9117647058824,8.69150516067215,1.91236427278363e-07,3.85022673587104e-05,3.58316674268933e-05,"CSTB/CST3/A2M/SERPINB1/SERPINI1/CD109/CTSH/TIMP3",8
"BP","GO:0045861","negative regulation of proteolysis","7/20","50/1855",0.14,12.985,8.96677486694565,3.99595817033867e-07,6.0338968372114e-05,5.6153727972654e-05,"CSTB/CST3/A2M/SERPINB1/SERPINI1/CD109/TIMP3",7
"BP","GO:0051336","regulation of hydrolase activity","9/20","111/1855",0.0810810810810811,7.52027027027027,7.3944465746898,6.89059475208957e-07,7.02885800960057e-05,6.5413213264669e-05,"CSTB/CST3/A2M/SERPINB1/SERPINI1/CD109/CTSH/PTX3/TIMP3",9
"BP","GO:0043086","negative regulation of catalytic activity","8/20","80/1855",0.1,9.275,7.89706378215826,6.98230928106017e-07,7.02885800960057e-05,6.5413213264669e-05,"CSTB/CST3/A2M/SERPINB1/SERPINI1/CD109/PTX3/TIMP3",8
"BP","GO:1901136","carbohydrate derivative catabolic process","6/20","42/1855",0.142857142857143,13.25,8.38134388982542,2.86140062198482e-06,0.000246897996525547,0.00022977262137442,"CST3/CTSL/AMPD3/OGA/GPI/PFKL",6
"BP","GO:0044092","negative regulation of molecular function","8/20","131/1855",0.0610687022900763,5.66412213740458,5.77947993246983,3.06337491168474e-05,0.00231284805832198,0.0021524239511048,"CSTB/CST3/A2M/SERPINB1/SERPINI1/CD109/PTX3/TIMP3",8
"BP","GO:0030162","regulation of proteolysis","8/20","139/1855",0.0575539568345324,5.33812949640288,5.55012927196732,4.74769250605078e-05,0.00318622919294964,0.00296522549500716,"CSTB/CST3/A2M/SERPINB1/SERPINI1/CD109/CTSH/TIMP3",8
"BP","GO:0051248","negative regulation of protein metabolic process","8/20","168/1855",0.0476190476190476,4.41666666666667,4.8467602639895,0.000187479505952444,0.0104761180297226,0.00974947199001717,"CSTB/CST3/A2M/SERPINB1/SERPINI1/CD109/PTX3/TIMP3",8
"BP","GO:0050790","regulation of catalytic activity","9/20","218/1855",0.0412844036697248,3.82912844036697,4.64096614247783,0.000190790229018126,0.0104761180297226,0.00974947199001717,"CSTB/CST3/A2M/SERPINB1/SERPINI1/CD109/CTSH/PTX3/TIMP3",9
