"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0007155","cell adhesion","16/27","203/1855",0.0788177339901478,5.41507024265645,8.09896022754804,1.06018731858524e-09,1.02520113707193e-06,8.59309721379615e-07,"ITGB2/ICAM1/RHOA/HSPB1/CD99/APBB1IP/ZYX/ITGB7/YWHAG/ADAM17/ABL2/ITGB5/ITGAV/AIF1/ERBIN/PPP1CB",16
"BP","GO:0072678","T cell migration","7/27","21/1855",0.333333333333333,22.9012345679012,12.2638612843864,6.09400556938322e-09,2.94645169279678e-06,2.46967594127636e-06,"ICAM1/RHOA/CD99/ITGB7/ADAM17/ABL2/AIF1",7
"BP","GO:0072676","lymphocyte migration","7/27","25/1855",0.28,19.237037037037,11.1544302171062,2.42470386884622e-08,7.81562880391432e-06,6.55095431232137e-06,"ICAM1/RHOA/CD99/ITGB7/ADAM17/ABL2/AIF1",7
"BP","GO:0033627","cell adhesion mediated by integrin","6/27","18/1855",0.333333333333333,22.9012345679012,11.3448542898832,8.70370919082473e-08,2.10412169688188e-05,1.76364633603554e-05,"ITGB2/ICAM1/ITGB7/ADAM17/ITGB5/ITGAV",6
"BP","GO:0071674","mononuclear cell migration","8/27","53/1855",0.150943396226415,10.3703703703704,8.40941818679253,3.78699208409574e-07,7.32404269064116e-05,6.13891348369204e-05,"ICAM1/RHOA/CD99/ITGB7/ADAM17/ABL2/CNN2/AIF1",8
"BP","GO:0007229","integrin-mediated signaling pathway","6/27","27/1855",0.222222222222222,15.2674897119342,9.07381678105583,1.27039722138918e-06,0.00020474568551389,0.000171615063240293,"ITGB2/ZYX/ITGB7/ITGB5/ITGAV/ERBIN",6
"BP","GO:0050900","leukocyte migration","9/27","86/1855",0.104651162790698,7.18992248062016,7.14198889581284,1.53916175458182e-06,0.000211124706728773,0.00017696187250983,"ITGB2/ICAM1/RHOA/CD99/ITGB7/ADAM17/ABL2/CNN2/AIF1",9
"BP","GO:0098609","cell-cell adhesion","11/27","143/1855",0.0769230769230769,5.28490028490029,6.48045515509357,1.74663666373339e-06,0.000211124706728773,0.00017696187250983,"ITGB2/ICAM1/RHOA/HSPB1/CD99/ITGB7/YWHAG/ABL2/ITGB5/ITGAV/AIF1",11
"BP","GO:0007160","cell-matrix adhesion","6/27","37/1855",0.162162162162162,11.1411411411411,7.57075864260348,9.04158731562978e-06,0.000971468326023777,0.000814271606202916,"ITGB2/RHOA/ZYX/ITGB7/ITGB5/ITGAV",6
"BP","GO:0002685","regulation of leukocyte migration","7/27","59/1855",0.11864406779661,8.15128688010044,6.78274814752815,1.24065090329849e-05,0.00119970942348964,0.00100558020583141,"ICAM1/RHOA/CD99/ADAM17/ABL2/CNN2/AIF1",7
"BP","GO:0048870","cell motility","13/27","255/1855",0.0509803921568627,3.50254175744372,5.22805422049934,1.55776490396725e-05,0.00136941696557849,0.00114782677134429,"ITGB2/ICAM1/RHOA/ACTR3/HSPB1/CD99/ITGB7/ADAM17/ABL2/ITGB5/CNN2/ITGAV/AIF1",13
"BP","GO:0002687","positive regulation of leukocyte migration","6/27","43/1855",0.13953488372093,9.58656330749354,6.92186553948317,2.23472792525901e-05,0.00150351103697014,0.00126022260759485,"ICAM1/RHOA/CD99/ADAM17/ABL2/AIF1",6
"BP","GO:0044319","wound healing, spreading of cells","4/27","13/1855",0.307692307692308,21.1396011396011,8.85373215971661,2.33223015041904e-05,0.00150351103697014,0.00126022260759485,"RHOA/ADAM17/ITGB5/ITGAV",4
"BP","GO:0090504","epiboly","4/27","13/1855",0.307692307692308,21.1396011396011,8.85373215971661,2.33223015041904e-05,0.00150351103697014,0.00126022260759485,"RHOA/ADAM17/ITGB5/ITGAV",4
"BP","GO:0090505","epiboly involved in wound healing","4/27","13/1855",0.307692307692308,21.1396011396011,8.85373215971661,2.33223015041904e-05,0.00150351103697014,0.00126022260759485,"RHOA/ADAM17/ITGB5/ITGAV",4
"BP","GO:0002011","morphogenesis of an epithelial sheet","4/27","14/1855",0.285714285714286,19.6296296296296,8.50139109502976,3.23265769836497e-05,0.00183881176136407,0.00154126713792014,"RHOA/ADAM17/ITGB5/ITGAV",4
"BP","GO:2000406","positive regulation of T cell migration","4/27","14/1855",0.285714285714286,19.6296296296296,8.50139109502976,3.23265769836497e-05,0.00183881176136407,0.00154126713792014,"RHOA/ADAM17/ABL2/AIF1",4
"BP","GO:2000404","regulation of T cell migration","4/27","15/1855",0.266666666666667,18.320987654321,8.18385679834354,4.36433919312174e-05,0.00228031330940558,0.00191132776165275,"RHOA/ADAM17/ABL2/AIF1",4
"BP","GO:0016477","cell migration","12/27","238/1855",0.0504201680672269,3.4640522875817,4.94688756049535,4.4804501425756e-05,0.00228031330940558,0.00191132776165275,"ITGB2/ICAM1/RHOA/HSPB1/CD99/ITGB7/ADAM17/ABL2/ITGB5/CNN2/ITGAV/AIF1",12
"BP","GO:0031589","cell-substrate adhesion","6/27","52/1855",0.115384615384615,7.92735042735043,6.15629776152266,6.82730900021465e-05,0.00330100390160378,0.00276685680535015,"ITGB2/RHOA/ZYX/ITGB7/ITGB5/ITGAV",6
"BP","GO:2000403","positive regulation of lymphocyte migration","4/27","17/1855",0.235294117647059,16.1655773420479,7.63236808184605,7.45904113288931e-05,0.00343471084547808,0.00287892815655377,"RHOA/ADAM17/ABL2/AIF1",4
"BP","GO:0030335","positive regulation of cell migration","8/27","118/1855",0.0677966101694915,4.65787821720025,4.9890629991171,0.0001691185526869,0.00726148094990794,0.00608647507911513,"ICAM1/RHOA/HSPB1/CD99/ADAM17/ABL2/ITGAV/AIF1",8
"BP","GO:0007173","epidermal growth factor receptor signaling pathway","4/27","21/1855",0.19047619047619,13.0864197530864,6.76793697712191,0.000180222898446526,0.00726148094990794,0.00608647507911513,"PTPN12/ADAM17/ABL2/ERBIN",4
"BP","GO:2000401","regulation of lymphocyte migration","4/27","21/1855",0.19047619047619,13.0864197530864,6.76793697712191,0.000180222898446526,0.00726148094990794,0.00608647507911513,"RHOA/ADAM17/ABL2/AIF1",4
"BP","GO:2000147","positive regulation of cell motility","8/27","121/1855",0.0661157024793388,4.54239363330272,4.89681400427271,0.00020212718377675,0.00781827946848471,0.00655317606349886,"ICAM1/RHOA/HSPB1/CD99/ADAM17/ABL2/ITGAV/AIF1",8
"BP","GO:0040017","positive regulation of locomotion","8/27","122/1855",0.0655737704918033,4.50516089860352,4.86672989677667,0.000214251190475384,0.00796849619960372,0.00667908569498162,"ICAM1/RHOA/HSPB1/CD99/ADAM17/ABL2/ITGAV/AIF1",8
"BP","GO:0007159","leukocyte cell-cell adhesion","7/27","92/1855",0.0760869565217391,5.22745571658615,5.05353730256635,0.000231142931178125,0.00827834127589802,0.00693879364550316,"ITGB2/ICAM1/RHOA/ITGB7/YWHAG/ABL2/AIF1",7
"BP","GO:0030036","actin cytoskeleton organization","8/27","124/1855",0.0645161290322581,4.43249701314217,4.80752031308347,0.000240312816491673,0.00829937476955171,0.00695642363528527,"RHOA/ACTR3/ZYX/PDLIM7/ABL2/ITGB5/CNN2/AIF1",8
"BP","GO:0071675","regulation of mononuclear cell migration","5/27","43/1855",0.116279069767442,7.98880275624462,5.63386668546158,0.000292022287776318,0.0096277078175109,0.00806981442277624,"RHOA/ADAM17/ABL2/CNN2/AIF1",5
"BP","GO:0045785","positive regulation of cell adhesion","7/27","96/1855",0.0729166666666667,5.0096450617284,4.90181908244761,0.000302419036301496,0.0096277078175109,0.00806981442277624,"ITGB2/RHOA/APBB1IP/YWHAG/ABL2/ITGAV/AIF1",7
"BP","GO:0061756","leukocyte adhesion to vascular endothelial cell","3/27","10/1855",0.3,20.6111111111111,7.55531657344825,0.000308644200975013,0.0096277078175109,0.00806981442277624,"ITGB2/RHOA/ITGB7",3
"BP","GO:0040011","locomotion","10/27","204/1855",0.0490196078431373,3.36782861292665,4.35552451651583,0.000326120707632972,0.00985496013378388,0.00826029423938778,"ITGB2/ICAM1/RHOA/HSPB1/CD99/ADAM17/ABL2/CNN2/ITGAV/AIF1",10
"BP","GO:0030029","actin filament-based process","8/27","131/1855",0.0610687022900763,4.1956460277071,4.60971776610801,0.000353079923031262,0.0103463116839767,0.00867213846041696,"RHOA/ACTR3/ZYX/PDLIM7/ABL2/ITGB5/CNN2/AIF1",8
"BP","GO:0009968","negative regulation of signal transduction","10/27","208/1855",0.0480769230769231,3.30306267806268,4.28291323795281,0.000383462504228208,0.0109061247526082,0.0091413661998675,"ICAM1/RHOA/HSPB1/YWHAG/PTPN12/ADAM17/ABL2/ITGAV/PRKAR2A/ERBIN",10
"BP","GO:0030334","regulation of cell migration","9/27","171/1855",0.0526315789473684,3.61598440545809,4.36225263468143,0.000424235364762349,0.0111920810510989,0.00938105090006659,"ICAM1/RHOA/HSPB1/CD99/ADAM17/ABL2/CNN2/ITGAV/AIF1",9
"BP","GO:0007166","cell surface receptor signaling pathway","13/27","346/1855",0.0375722543352601,2.58135302932991,3.96251496741749,0.000425482778049115,0.0111920810510989,0.00938105090006659,"ITGB2/ICAM1/RHOA/HSPB1/MS4A7/ZYX/ITGB7/PTPN12/ADAM17/ABL2/ITGB5/ITGAV/ERBIN",13
"BP","GO:0038127","ERBB signaling pathway","4/27","26/1855",0.153846153846154,10.5698005698006,5.97078399375639,0.000428238881996547,0.0111920810510989,0.00938105090006659,"PTPN12/ADAM17/ABL2/ERBIN",4
"BP","GO:0048585","negative regulation of response to stimulus","11/27","257/1855",0.0428015564202335,2.94062545035308,4.07256990935548,0.000488870019412042,0.0121450708987786,0.0101798340957487,"ICAM1/RHOA/HSPB1/YWHAG/PTPN12/ADAM17/ABL2/ITGAV/AIF1/PRKAR2A/ERBIN",11
"BP","GO:0010648","negative regulation of cell communication","10/27","216/1855",0.0462962962962963,3.18072702331962,4.14273692607862,0.00052403173263465,0.0121450708987786,0.0101798340957487,"ICAM1/RHOA/HSPB1/YWHAG/PTPN12/ADAM17/ABL2/ITGAV/PRKAR2A/ERBIN",10
"BP","GO:0023057","negative regulation of signaling","10/27","216/1855",0.0462962962962963,3.18072702331962,4.14273692607862,0.00052403173263465,0.0121450708987786,0.0101798340957487,"ICAM1/RHOA/HSPB1/YWHAG/PTPN12/ADAM17/ABL2/ITGAV/PRKAR2A/ERBIN",10
"BP","GO:2000145","regulation of cell motility","9/27","176/1855",0.0511363636363636,3.51325757575758,4.25810765719667,0.000527850161413354,0.0121450708987786,0.0101798340957487,"ICAM1/RHOA/HSPB1/CD99/ADAM17/ABL2/CNN2/ITGAV/AIF1",9
"BP","GO:0045123","cellular extravasation","3/27","12/1855",0.25,17.1759259259259,6.83039400363123,0.000554920873079955,0.0121450708987786,0.0101798340957487,"ICAM1/CD99/ITGB7",3
"BP","GO:0030155","regulation of cell adhesion","8/27","140/1855",0.0571428571428571,3.92592592592593,4.3746562619482,0.000558899698564348,0.0121450708987786,0.0101798340957487,"ITGB2/RHOA/APBB1IP/YWHAG/ABL2/ITGAV/AIF1/PPP1CB",8
"BP","GO:0040012","regulation of locomotion","9/27","178/1855",0.050561797752809,3.47378277153558,4.21748631177422,0.000574810360540373,0.0121450708987786,0.0101798340957487,"ICAM1/RHOA/HSPB1/CD99/ADAM17/ABL2/CNN2/ITGAV/AIF1",9
"BP","GO:0006935","chemotaxis","6/27","76/1855",0.0789473684210526,5.42397660818713,4.78498185621923,0.000577738636343138,0.0121450708987786,0.0101798340957487,"ITGB2/RHOA/HSPB1/ADAM17/ITGAV/AIF1",6
"BP","GO:0042330","taxis","6/27","76/1855",0.0789473684210526,5.42397660818713,4.78498185621923,0.000577738636343138,0.0121450708987786,0.0101798340957487,"ITGB2/RHOA/HSPB1/ADAM17/ITGAV/AIF1",6
"BP","GO:0042060","wound healing","6/27","77/1855",0.0779220779220779,5.35353535353535,4.74100279243612,0.000620355205328281,0.0127634783734563,0.0106981748735224,"RHOA/HSPB1/ADAM17/ITGB5/CNN2/ITGAV",6
"BP","GO:0099024","plasma membrane invagination","3/27","13/1855",0.230769230769231,15.8547008547009,6.53039460754879,0.000714400444552685,0.0143921922892176,0.0120633408400344,"ITGB2/RHOA/AIF1",3
