"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006259","DNA metabolic process","13/39","156/1855",0.0833333333333333,3.96367521367521,5.66663792736113,7.60979598055588e-06,0.00620198372415304,0.00609584709600318,"PRKDC/FUS/DEK/RNASEH2C/HNRNPD/NASP/EXO5/DUT/RBBP4/TYMS/SUPT16H/PCLAF/PAXX",13
"BP","GO:0006396","RNA processing","13/39","201/1855",0.0646766169154229,3.07628524046434,4.56716328922125,0.000121933370379778,0.0285135637854348,0.0280256016024745,"PRKDC/FUS/SRRM2/SRSF2/HNRNPD/SRRM1/SRSF10/DDX46/HNRNPA0/TRA2B/HNRNPF/HNRNPR/ILF3",13
"BP","GO:0006334","nucleosome assembly","4/39","15/1855",0.266666666666667,12.6837606837607,6.65654108959003,0.000193095199153899,0.0285135637854348,0.0280256016024745,"NASP/ANP32B/RBBP4/SUPT16H",4
"BP","GO:0016071","mRNA metabolic process","12/39","183/1855",0.0655737704918033,3.11895754518705,4.42342746397033,0.000213260497589659,0.0285135637854348,0.0280256016024745,"FUS/SRRM2/SRSF2/HNRNPD/SRRM1/SRSF10/DDX46/HNRNPA0/TRA2B/HNRNPF/HNRNPR/ILF3",12
"BP","GO:0006281","DNA repair","8/39","86/1855",0.0930232558139535,4.42456768038163,4.76453266947352,0.000291317661776962,0.0285135637854348,0.0280256016024745,"PRKDC/FUS/DEK/RNASEH2C/EXO5/SUPT16H/PCLAF/PAXX",8
"BP","GO:0006397","mRNA processing","10/39","137/1855",0.072992700729927,3.47183230394909,4.40450344303153,0.000346038730949769,0.0285135637854348,0.0280256016024745,"SRRM2/SRSF2/SRRM1/SRSF10/DDX46/HNRNPA0/TRA2B/HNRNPF/HNRNPR/ILF3",10
"BP","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","9/39","112/1855",0.0803571428571429,3.82211538461538,4.51402884981586,0.000353919771489043,0.0285135637854348,0.0280256016024745,"SRRM2/SRSF2/SRRM1/SRSF10/DDX46/TRA2B/HNRNPF/HNRNPR/ILF3",9
"BP","GO:0000398","mRNA splicing, via spliceosome","9/39","112/1855",0.0803571428571429,3.82211538461538,4.51402884981586,0.000353919771489043,0.0285135637854348,0.0280256016024745,"SRRM2/SRSF2/SRRM1/SRSF10/DDX46/TRA2B/HNRNPF/HNRNPR/ILF3",9
"BP","GO:0000375","RNA splicing, via transesterification reactions","9/39","113/1855",0.079646017699115,3.78829135466304,4.48107842687278,0.000378735632022182,0.0285135637854348,0.0280256016024745,"SRRM2/SRSF2/SRRM1/SRSF10/DDX46/TRA2B/HNRNPF/HNRNPR/ILF3",9
"BP","GO:0008380","RNA splicing","10/39","139/1855",0.0719424460431655,3.42187788230954,4.34940896938333,0.000390061921034142,0.0285135637854348,0.0280256016024745,"FUS/SRRM2/SRSF2/SRRM1/SRSF10/DDX46/TRA2B/HNRNPF/HNRNPR/ILF3",10
"BP","GO:0034728","nucleosome organization","4/39","18/1855",0.222222222222222,10.5698005698006,5.97742049191065,0.000413572077994564,0.0285135637854348,0.0280256016024745,"NASP/ANP32B/RBBP4/SUPT16H",4
