"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","13/64","33/1855",0.393939393939394,11.4180871212121,11.4121593587189,9.41563194787534e-12,8.66238139204531e-09,8.09744347517279e-09,"LMAN2/INSIG1/ERGIC3/COPA/CNIH4/COPB1/RAB1B/LMAN1/SAR1A/COPB2/SEC31A/SEC22B/ERGIC1",13
"BP","GO:0048193","Golgi vesicle transport","14/64","62/1855",0.225806451612903,6.54485887096774,8.39253683018877,6.43083564182732e-09,2.95818439524057e-06,2.76525932598575e-06,"LMAN2/INSIG1/ERGIC3/COPA/CNIH4/COPB1/RAB1B/LMAN1/VPS13C/SAR1A/COPB2/SEC31A/SEC22B/ERGIC1",14
"BP","GO:0044255","cellular lipid metabolic process","15/64","77/1855",0.194805194805195,5.64630681818182,7.87017570406602,1.50294754714266e-08,4.60903914457082e-06,4.30844963514229e-06,"MFSD2A/ALOX5AP/INSIG1/PTGS1/ACSL1/MGST3/DHRS3/ELOVL1/DPM3/SCARB2/ELOVL5/DGAT1/HSD17B12/DEGS1/SCD",15
"BP","GO:0045184","establishment of protein localization","29/64","306/1855",0.0947712418300654,2.7468852124183,6.31969955290509,3.3344987736071e-08,6.16487035905523e-06,5.76281359650815e-06,"DNAJA1/SEC61B/SSR2/VMP1/LMAN2/AHCYL1/INSIG1/RAB2A/SERP1/DNAJC1/ERGIC3/SSR3/COPA/SELENOK/CNIH4/COPB1/EMC3/SSR1/RAB1B/RAB21/SCARB2/LMAN1/VPS13C/SEC61A1/UBE2J1/SAR1A/COPB2/SEC31A/SEC22B",29
"BP","GO:0008610","lipid biosynthetic process","13/64","59/1855",0.220338983050847,6.38638771186441,7.94634669759706,3.35047302122567e-08,6.16487035905523e-06,5.76281359650815e-06,"MFSD2A/SQLE/INSIG1/PTGS1/ACSL1/CYB5R3/ELOVL1/DPM3/ELOVL5/DGAT1/HSD17B12/DEGS1/SCD",13
"BP","GO:0006629","lipid metabolic process","17/64","110/1855",0.154545454545455,4.47940340909091,7.11050539957566,5.4923050326117e-08,8.31519906567044e-06,7.77290347443106e-06,"MFSD2A/SQLE/ALOX5AP/INSIG1/PTGS1/ACSL1/MGST3/DHRS3/CYB5R3/ELOVL1/DPM3/SCARB2/ELOVL5/DGAT1/HSD17B12/DEGS1/SCD",17
"BP","GO:0006486","protein glycosylation","8/64","19/1855",0.421052631578947,12.2039473684211,9.27702188308338,7.23060788319169e-08,8.31519906567044e-06,7.77290347443106e-06,"DAD1/OST4/RPN2/SERP1/MLEC/OSTC/DPM3/UBE2J1",8
"BP","GO:0043413","macromolecule glycosylation","8/64","19/1855",0.421052631578947,12.2039473684211,9.27702188308338,7.23060788319169e-08,8.31519906567044e-06,7.77290347443106e-06,"DAD1/OST4/RPN2/SERP1/MLEC/OSTC/DPM3/UBE2J1",8
"BP","GO:0006631","fatty acid metabolic process","11/64","43/1855",0.255813953488372,7.41460755813953,8.04307802449047,8.32919459084404e-08,8.51428780397391e-06,7.95900816458431e-06,"MFSD2A/ALOX5AP/INSIG1/PTGS1/ACSL1/MGST3/ELOVL1/ELOVL5/HSD17B12/DEGS1/SCD",11
"BP","GO:0070085","glycosylation","8/64","20/1855",0.4,11.59375,9.00209812192988,1.17257683735273e-07,1.07877069036451e-05,1.00841608012335e-05,"DAD1/OST4/RPN2/SERP1/MLEC/OSTC/DPM3/UBE2J1",8
