"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006357","regulation of transcription by RNA polymerase II","63/75","294/1855",0.214285714285714,5.3,16.4936268421173,4.52934753984234e-41,3.6997985121377e-38,3.09427993805316e-38,"JUND/HMGA1/MEF2C/NR3C1/HNRNPU/CEBPD/BTG2/JUNB/ZEB2/SFPQ/SOX4/RLF/ID2/POU2F2/PCBP1/NFKBIZ/RBPJ/HDGF/KDM6B/HIVEP3/MAML2/ARID4B/GTF2I/RUNX1/N4BP2L2/TCF25/MEF2A/ZBTB10/TXNIP/DRAP1/KLF6/FOXP1/ETS1/NFKB2/MAFB/IER5/STAT3/HES4/GPBP1/ELL2/MEIS2/STAT5A/FOSL2/ZBTB43/CREM/NCOA7/MAFG/UXT/ATF4/MED13L/LMO2/CREBRF/PRDM1/PPARD/MED28/ETV3/KLF5/SATB1/CCPG1/PBX3/IRF8/KLF3/RUNX3",63
"BP","GO:0006366","transcription by RNA polymerase II","64/75","310/1855",0.206451612903226,5.10623655913978,16.2568375443856,5.06821713991466e-41,3.6997985121377e-38,3.09427993805316e-38,"JUND/HMGA1/MEF2C/NR3C1/HNRNPU/CEBPD/BTG2/JUNB/ZEB2/SFPQ/SOX4/RLF/ID2/POU2F2/PCBP1/NFKBIZ/RBPJ/HDGF/KDM6B/HIVEP3/MAML2/ARID4B/GTF2I/RUNX1/N4BP2L2/TCF25/MEF2A/ZBTB10/TXNIP/DRAP1/KLF6/FOXP1/ETS1/NFKB2/MAFB/IER5/STAT3/HES4/GPBP1/ELL2/MEIS2/STAT5A/FOSL2/ZBTB43/CREM/NCOA7/MAFG/UXT/ATF4/MED13L/LMO2/CREBRF/GTF2B/PRDM1/PPARD/MED28/ETV3/KLF5/SATB1/CCPG1/PBX3/IRF8/KLF3/RUNX3",64
"BP","GO:0006351","DNA-templated transcription","70/75","425/1855",0.164705882352941,4.07372549019608,14.8104079226404,8.39007627526057e-41,4.08317045396014e-38,3.41490823835167e-38,"CITED4/JUND/HMGA1/MEF2C/NR3C1/HNRNPU/CEBPD/EDF1/BTG2/JUNB/ZEB2/SFPQ/SOX4/RLF/ID2/ZNF706/POU2F2/PCBP1/NFKBIZ/RBPJ/HDGF/KDM6B/HIVEP3/MAML2/ARID4B/GTF2I/RUNX1/N4BP2L2/TCF25/MEF2A/ZBTB10/TXNIP/DRAP1/KLF6/FOXP1/ETS1/NFKB2/RAP2C/MAFB/IER5/STAT3/HES4/GPBP1/ELL2/MEIS2/STAT5A/FOSL2/ZBTB43/CREM/NCOA7/MAFG/UXT/ATF4/MED13L/SERTAD2/LMO2/CREBRF/ARGLU1/GTF2B/PRDM1/PPARD/MED28/ETV3/KLF5/SATB1/CCPG1/PBX3/IRF8/KLF3/RUNX3",70
"BP","GO:0006355","regulation of DNA-templated transcription","69/75","410/1855",0.168292682926829,4.16243902439024,14.8886616592556,2.79332855930982e-40,9.76216059576287e-38,8.16446019544696e-38,"CITED4/JUND/HMGA1/MEF2C/NR3C1/HNRNPU/CEBPD/EDF1/BTG2/JUNB/ZEB2/SFPQ/SOX4/RLF/ID2/ZNF706/POU2F2/PCBP1/NFKBIZ/RBPJ/HDGF/KDM6B/HIVEP3/MAML2/ARID4B/GTF2I/RUNX1/N4BP2L2/TCF25/MEF2A/ZBTB10/TXNIP/DRAP1/KLF6/FOXP1/ETS1/NFKB2/RAP2C/MAFB/IER5/STAT3/HES4/GPBP1/ELL2/MEIS2/STAT5A/FOSL2/ZBTB43/CREM/NCOA7/MAFG/UXT/ATF4/MED13L/SERTAD2/LMO2/CREBRF/ARGLU1/PRDM1/PPARD/MED28/ETV3/KLF5/SATB1/CCPG1/PBX3/IRF8/KLF3/RUNX3",69
"BP","GO:2001141","regulation of RNA biosynthetic process","69/75","411/1855",0.167883211678832,4.15231143552311,14.8642132470016,3.34320568348043e-40,9.76216059576287e-38,8.16446019544696e-38,"CITED4/JUND/HMGA1/MEF2C/NR3C1/HNRNPU/CEBPD/EDF1/BTG2/JUNB/ZEB2/SFPQ/SOX4/RLF/ID2/ZNF706/POU2F2/PCBP1/NFKBIZ/RBPJ/HDGF/KDM6B/HIVEP3/MAML2/ARID4B/GTF2I/RUNX1/N4BP2L2/TCF25/MEF2A/ZBTB10/TXNIP/DRAP1/KLF6/FOXP1/ETS1/NFKB2/RAP2C/MAFB/IER5/STAT3/HES4/GPBP1/ELL2/MEIS2/STAT5A/FOSL2/ZBTB43/CREM/NCOA7/MAFG/UXT/ATF4/MED13L/SERTAD2/LMO2/CREBRF/ARGLU1/PRDM1/PPARD/MED28/ETV3/KLF5/SATB1/CCPG1/PBX3/IRF8/KLF3/RUNX3",69
"BP","GO:0051252","regulation of RNA metabolic process","69/75","469/1855",0.147121535181237,3.63880597014925,13.5671229154822,5.22122360026583e-36,1.27049774273135e-33,1.06256480286112e-33,"CITED4/JUND/HMGA1/MEF2C/NR3C1/HNRNPU/CEBPD/EDF1/BTG2/JUNB/ZEB2/SFPQ/SOX4/RLF/ID2/ZNF706/POU2F2/PCBP1/NFKBIZ/RBPJ/HDGF/KDM6B/HIVEP3/MAML2/ARID4B/GTF2I/RUNX1/N4BP2L2/TCF25/MEF2A/ZBTB10/TXNIP/DRAP1/KLF6/FOXP1/ETS1/NFKB2/RAP2C/MAFB/IER5/STAT3/HES4/GPBP1/ELL2/MEIS2/STAT5A/FOSL2/ZBTB43/CREM/NCOA7/MAFG/UXT/ATF4/MED13L/SERTAD2/LMO2/CREBRF/ARGLU1/PRDM1/PPARD/MED28/ETV3/KLF5/SATB1/CCPG1/PBX3/IRF8/KLF3/RUNX3",69
"BP","GO:0045893","positive regulation of DNA-templated transcription","53/75","250/1855",0.212,5.24346666666667,14.8022855008801,1.71829698229077e-31,3.13589199268066e-29,2.62266381507539e-29,"CITED4/JUND/HMGA1/MEF2C/NR3C1/HNRNPU/CEBPD/EDF1/JUNB/ZEB2/SFPQ/SOX4/RLF/ID2/POU2F2/PCBP1/NFKBIZ/RBPJ/HDGF/KDM6B/HIVEP3/MAML2/ARID4B/GTF2I/RUNX1/MEF2A/KLF6/ETS1/NFKB2/RAP2C/MAFB/IER5/STAT3/GPBP1/ELL2/MEIS2/STAT5A/FOSL2/CREM/NCOA7/MAFG/ATF4/SERTAD2/LMO2/CREBRF/ARGLU1/PPARD/MED28/KLF5/CCPG1/PBX3/IRF8/RUNX3",53
"BP","GO:1902680","positive regulation of RNA biosynthetic process","53/75","250/1855",0.212,5.24346666666667,14.8022855008801,1.71829698229077e-31,3.13589199268066e-29,2.62266381507539e-29,"CITED4/JUND/HMGA1/MEF2C/NR3C1/HNRNPU/CEBPD/EDF1/JUNB/ZEB2/SFPQ/SOX4/RLF/ID2/POU2F2/PCBP1/NFKBIZ/RBPJ/HDGF/KDM6B/HIVEP3/MAML2/ARID4B/GTF2I/RUNX1/MEF2A/KLF6/ETS1/NFKB2/RAP2C/MAFB/IER5/STAT3/GPBP1/ELL2/MEIS2/STAT5A/FOSL2/CREM/NCOA7/MAFG/ATF4/SERTAD2/LMO2/CREBRF/ARGLU1/PPARD/MED28/KLF5/CCPG1/PBX3/IRF8/RUNX3",53
"BP","GO:0051254","positive regulation of RNA metabolic process","54/75","277/1855",0.194945848375451,4.8216606498195,14.1518755614141,2.9668188285286e-30,4.81283943294639e-28,4.0251577088809e-28,"CITED4/JUND/HMGA1/MEF2C/NR3C1/HNRNPU/CEBPD/EDF1/BTG2/JUNB/ZEB2/SFPQ/SOX4/RLF/ID2/POU2F2/PCBP1/NFKBIZ/RBPJ/HDGF/KDM6B/HIVEP3/MAML2/ARID4B/GTF2I/RUNX1/MEF2A/KLF6/ETS1/NFKB2/RAP2C/MAFB/IER5/STAT3/GPBP1/ELL2/MEIS2/STAT5A/FOSL2/CREM/NCOA7/MAFG/ATF4/SERTAD2/LMO2/CREBRF/ARGLU1/PPARD/MED28/KLF5/CCPG1/PBX3/IRF8/RUNX3",54
"BP","GO:0045944","positive regulation of transcription by RNA polymerase II","45/75","189/1855",0.238095238095238,5.88888888888889,14.5538892592036,8.92212517113206e-28,1.30263027498528e-25,1.08943844194876e-25,"JUND/HMGA1/MEF2C/NR3C1/HNRNPU/CEBPD/JUNB/ZEB2/SFPQ/SOX4/RLF/POU2F2/PCBP1/NFKBIZ/RBPJ/HDGF/KDM6B/MAML2/ARID4B/GTF2I/RUNX1/MEF2A/KLF6/ETS1/NFKB2/MAFB/IER5/STAT3/GPBP1/ELL2/MEIS2/STAT5A/FOSL2/CREM/NCOA7/MAFG/ATF4/LMO2/CREBRF/PPARD/MED28/KLF5/CCPG1/PBX3/IRF8",45
