"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0008104","protein localization","72/74","421/1855",0.171021377672209,4.28708994029659,15.632082001241,4.77360473751628e-46,5.86191707735607e-43,5.37340574047731e-43,"HSP90AA1/OAZ1/NFKBIA/SRP14/SQSTM1/GNAS/BSG/HSP90B1/GUK1/PDCD6/ARF1/YWHAE/CANX/SEC61G/UBE2D3/AP1S2/CCDC88A/ATP1B1/PIM3/EHD1/TMEM167A/KIF5B/SH3GLB1/SFT2D1/DYNLT1/RAB31/ROMO1/HM13/MPC2/PCM1/SEC62/NMT1/PLK3/CEP350/RILPL2/HUWE1/AP2B1/SUMO3/SIL1/IFI27/LYST/SLC5A3/SRP19/CAMK1/IST1/ARF6/SELENOT/NCOA4/NFKBIE/RFTN1/PTP4A3/TNPO1/MARK3/RAB8B/SNX9/DNAJC15/SEC63/KCNN4/TRAM1/MFF/DAB2/DERL1/ABHD17A/SLU7/UHMK1/AP3D1/KPNA4/CSNK1D/OPTN/MESD/PDIA4/GOLGB1",72
"BP","GO:0070727","cellular macromolecule localization","72/74","424/1855",0.169811320754717,4.25675675675676,15.5591977065373,8.32067718574318e-46,5.86191707735607e-43,5.37340574047731e-43,"HSP90AA1/OAZ1/NFKBIA/SRP14/SQSTM1/GNAS/BSG/HSP90B1/GUK1/PDCD6/ARF1/YWHAE/CANX/SEC61G/UBE2D3/AP1S2/CCDC88A/ATP1B1/PIM3/EHD1/TMEM167A/KIF5B/SH3GLB1/SFT2D1/DYNLT1/RAB31/ROMO1/HM13/MPC2/PCM1/SEC62/NMT1/PLK3/CEP350/RILPL2/HUWE1/AP2B1/SUMO3/SIL1/IFI27/LYST/SLC5A3/SRP19/CAMK1/IST1/ARF6/SELENOT/NCOA4/NFKBIE/RFTN1/PTP4A3/TNPO1/MARK3/RAB8B/SNX9/DNAJC15/SEC63/KCNN4/TRAM1/MFF/DAB2/DERL1/ABHD17A/SLU7/UHMK1/AP3D1/KPNA4/CSNK1D/OPTN/MESD/PDIA4/GOLGB1",72
"BP","GO:0033036","macromolecule localization","73/74","490/1855",0.148979591836735,3.73455598455599,14.379947433735,5.25352051897036e-43,2.46740347040975e-40,2.26177883395671e-40,"HSP90AA1/OAZ1/NFKBIA/SRP14/SQSTM1/GNAS/BSG/HSP90B1/GUK1/PDCD6/ARF1/YWHAE/CANX/SEC61G/UBE2D3/AP1S2/CCDC88A/ATP1B1/PIM3/EHD1/TMEM167A/KIF5B/SH3GLB1/SFT2D1/DYNLT1/RAB31/ROMO1/HM13/MPC2/PCM1/SEC62/NMT1/PLK3/CEP350/RILPL2/HUWE1/AP2B1/SUMO3/SIL1/IFI27/LYST/SLC5A3/SRP19/CAMK1/IST1/ARF6/SELENOT/NCOA4/NFKBIE/RFTN1/PTP4A3/TNPO1/MARK3/RAB8B/SNX9/DNAJC15/SEC63/KCNN4/TRAM1/MFF/DAB2/DERL1/ABHD17A/SLU7/UHMK1/AP3D1/KPNA4/CSNK1D/OPTN/MESD/CHTOP/PDIA4/GOLGB1",73
"BP","GO:0045184","establishment of protein localization","62/74","306/1855",0.202614379084967,5.07904963787317,15.9122927297997,4.27185580441285e-39,1.50476120710443e-36,1.37935975579331e-36,"HSP90AA1/OAZ1/NFKBIA/SRP14/SQSTM1/GNAS/BSG/HSP90B1/GUK1/PDCD6/ARF1/YWHAE/CANX/SEC61G/UBE2D3/AP1S2/ATP1B1/PIM3/EHD1/TMEM167A/KIF5B/SH3GLB1/SFT2D1/DYNLT1/RAB31/ROMO1/HM13/MPC2/PCM1/SEC62/NMT1/PLK3/RILPL2/HUWE1/AP2B1/SIL1/IFI27/LYST/SRP19/CAMK1/IST1/ARF6/SELENOT/NCOA4/RFTN1/PTP4A3/TNPO1/RAB8B/SNX9/DNAJC15/SEC63/KCNN4/TRAM1/MFF/DAB2/DERL1/SLU7/UHMK1/AP3D1/KPNA4/OPTN/PDIA4",62
"BP","GO:0015031","protein transport","54/74","244/1855",0.221311475409836,5.54774036331413,15.5339381008298,6.69168199022533e-34,1.8857159848455e-31,1.72856711621189e-31,"HSP90AA1/OAZ1/NFKBIA/SQSTM1/GNAS/BSG/HSP90B1/GUK1/PDCD6/ARF1/YWHAE/CANX/SEC61G/AP1S2/ATP1B1/PIM3/EHD1/TMEM167A/KIF5B/SFT2D1/DYNLT1/RAB31/ROMO1/HM13/MPC2/PCM1/SEC62/PLK3/RILPL2/AP2B1/SIL1/IFI27/LYST/CAMK1/IST1/ARF6/SELENOT/NCOA4/RFTN1/TNPO1/RAB8B/SNX9/DNAJC15/SEC63/KCNN4/TRAM1/DAB2/DERL1/SLU7/UHMK1/AP3D1/KPNA4/OPTN/PDIA4",54
"BP","GO:0071705","nitrogen compound transport","55/74","295/1855",0.186440677966102,4.67361429225836,14.0210658786192,1.83916662040759e-30,4.31897628025716e-28,3.95904814603529e-28,"HSP90AA1/OAZ1/NFKBIA/SQSTM1/GNAS/BSG/HSP90B1/GUK1/PDCD6/ARF1/YWHAE/CANX/SEC61G/AP1S2/ATP1B1/PIM3/EHD1/TMEM167A/KIF5B/SFT2D1/DYNLT1/RAB31/ROMO1/HM13/MPC2/PCM1/SEC62/PLK3/RILPL2/AP2B1/SIL1/IFI27/LYST/CAMK1/IST1/ARF6/SELENOT/NCOA4/RFTN1/TNPO1/RAB8B/SNX9/DNAJC15/SEC63/KCNN4/TRAM1/DAB2/DERL1/SLU7/UHMK1/AP3D1/KPNA4/OPTN/CHTOP/PDIA4",55
"BP","GO:0051649","establishment of localization in cell","52/74","327/1855",0.159021406727829,3.98627985783949,12.1249922379321,1.8164778985688e-24,3.65631051297633e-22,3.35160658878784e-22,"HSP90AA1/OAZ1/NFKBIA/SQSTM1/GNAS/HSP90B1/PDCD6/ARF1/YWHAE/CANX/SEC61G/AP1S2/CCDC88A/ATP1B1/TMEM50A/PIM3/EHD1/TMEM167A/KIF5B/DYNLT1/RAB31/ROMO1/HM13/MPC2/PCM1/SEC62/PLK3/RILPL2/AP2B1/SIL1/IFI27/LYST/CAMK1/ARF6/SELENOT/NCOA4/RFTN1/TNPO1/RAB8B/SNX9/DNAJC15/SEC63/KCNN4/TRAM1/DAB2/DERL1/SLU7/UHMK1/AP3D1/KPNA4/CSNK1D/CHTOP",52
"BP","GO:0006886","intracellular protein transport","38/74","152/1855",0.25,6.26689189189189,13.810443935447,8.24746366347636e-24,1.45258453772977e-21,1.33153130461651e-21,"HSP90AA1/OAZ1/NFKBIA/SQSTM1/HSP90B1/PDCD6/ARF1/YWHAE/SEC61G/AP1S2/ATP1B1/EHD1/KIF5B/RAB31/ROMO1/HM13/PCM1/SEC62/PLK3/RILPL2/AP2B1/SIL1/IFI27/CAMK1/ARF6/NCOA4/RFTN1/TNPO1/RAB8B/SNX9/DNAJC15/SEC63/TRAM1/DERL1/SLU7/UHMK1/AP3D1/KPNA4",38
"BP","GO:0046907","intracellular transport","46/74","263/1855",0.174904942965779,4.38444147569623,12.0734702466232,1.4688148766534e-22,2.29951129022738e-20,2.10787819140786e-20,"HSP90AA1/OAZ1/NFKBIA/SQSTM1/GNAS/HSP90B1/PDCD6/ARF1/YWHAE/SEC61G/AP1S2/CCDC88A/ATP1B1/TMEM50A/EHD1/TMEM167A/KIF5B/RAB31/ROMO1/HM13/PCM1/SEC62/PLK3/RILPL2/AP2B1/SIL1/IFI27/LYST/CAMK1/ARF6/NCOA4/RFTN1/TNPO1/RAB8B/SNX9/DNAJC15/SEC63/TRAM1/DAB2/DERL1/SLU7/UHMK1/AP3D1/KPNA4/CSNK1D/CHTOP",46
"BP","GO:0072657","protein localization to membrane","28/74","120/1855",0.233333333333333,5.8490990990991,11.1928506331618,3.92898036243002e-16,5.5359333306639e-14,5.07458832073856e-14,"HSP90AA1/SRP14/SQSTM1/BSG/SEC61G/CCDC88A/ATP1B1/EHD1/KIF5B/SH3GLB1/RAB31/ROMO1/SEC62/NMT1/RILPL2/SIL1/SLC5A3/SRP19/ARF6/RFTN1/RAB8B/SEC63/TRAM1/DAB2/ABHD17A/AP3D1/OPTN/MESD",28
