"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0012501","programmed cell death","68/68","381/1855",0.178477690288714,4.86876640419947,16.5208846496916,1.07204686880656e-49,1.25670973290044e-46,1.04743198724228e-46,"TIMP1/BCL2A1/BTG1/YWHAZ/LAPTM5/CDKN1A/TNFAIP3/MCL1/PPIF/IGFBP3/EMP3/BCAP31/HSPA5/RIPK2/MORF4L1/PHLDA1/PTGS2/RASA1/TRAF1/HSPA9/TOP1/BIRC2/ANP32A/GNAI2/GLO1/RGCC/RPS6KA3/RB1CC1/ITM2C/EMP1/MTRNR2L12/BCL2L11/CAST/BAG1/ITGA5/PTTG1IP/PAK2/YME1L1/TFRC/TMBIM4/TAF10/CCAR1/SELENOS/ZFAND6/PHLDA2/HERPUD1/PEA15/NRG1/SDF2L1/MORF4L2/IGF2R/NQO1/GSK3B/STK26/TNFSF10/CHST11/ID3/TSLP/DDAH2/DNAJC3/DAXX/ZNF622/CPEB4/HMGA2/ANXA4/BNIP3L/IFI27L2/STK17A",68
"BP","GO:0008219","cell death","68/68","383/1855",0.177545691906005,4.84334203655352,16.4665100298844,1.58575360618353e-49,1.25670973290044e-46,1.04743198724228e-46,"TIMP1/BCL2A1/BTG1/YWHAZ/LAPTM5/CDKN1A/TNFAIP3/MCL1/PPIF/IGFBP3/EMP3/BCAP31/HSPA5/RIPK2/MORF4L1/PHLDA1/PTGS2/RASA1/TRAF1/HSPA9/TOP1/BIRC2/ANP32A/GNAI2/GLO1/RGCC/RPS6KA3/RB1CC1/ITM2C/EMP1/MTRNR2L12/BCL2L11/CAST/BAG1/ITGA5/PTTG1IP/PAK2/YME1L1/TFRC/TMBIM4/TAF10/CCAR1/SELENOS/ZFAND6/PHLDA2/HERPUD1/PEA15/NRG1/SDF2L1/MORF4L2/IGF2R/NQO1/GSK3B/STK26/TNFSF10/CHST11/ID3/TSLP/DDAH2/DNAJC3/DAXX/ZNF622/CPEB4/HMGA2/ANXA4/BNIP3L/IFI27L2/STK17A",68
"BP","GO:0043067","regulation of programmed cell death","63/68","305/1855",0.20655737704918,5.6347637415622,17.268663082337,6.06101417297195e-46,3.15242293656404e-43,2.62745527835821e-43,"TIMP1/BCL2A1/BTG1/YWHAZ/LAPTM5/CDKN1A/TNFAIP3/MCL1/PPIF/IGFBP3/BCAP31/HSPA5/RIPK2/MORF4L1/PHLDA1/PTGS2/RASA1/TRAF1/HSPA9/BIRC2/ANP32A/GNAI2/GLO1/RGCC/RPS6KA3/RB1CC1/ITM2C/MTRNR2L12/BCL2L11/CAST/BAG1/ITGA5/PTTG1IP/PAK2/YME1L1/TFRC/TMBIM4/CCAR1/SELENOS/ZFAND6/PHLDA2/HERPUD1/PEA15/NRG1/SDF2L1/MORF4L2/IGF2R/NQO1/GSK3B/STK26/TNFSF10/CHST11/ID3/TSLP/DDAH2/DNAJC3/DAXX/ZNF622/CPEB4/HMGA2/ANXA4/BNIP3L/STK17A",63
"BP","GO:0006915","apoptotic process","66/68","371/1855",0.177897574123989,4.85294117647059,16.1811516438422,7.9556414802878e-46,3.15242293656404e-43,2.62745527835821e-43,"TIMP1/BCL2A1/BTG1/YWHAZ/CDKN1A/TNFAIP3/MCL1/PPIF/IGFBP3/EMP3/BCAP31/HSPA5/RIPK2/MORF4L1/PHLDA1/PTGS2/RASA1/TRAF1/HSPA9/BIRC2/ANP32A/GNAI2/GLO1/RGCC/RPS6KA3/RB1CC1/ITM2C/EMP1/MTRNR2L12/BCL2L11/CAST/BAG1/ITGA5/PTTG1IP/PAK2/YME1L1/TFRC/TMBIM4/TAF10/CCAR1/SELENOS/ZFAND6/PHLDA2/HERPUD1/PEA15/NRG1/SDF2L1/MORF4L2/IGF2R/NQO1/GSK3B/STK26/TNFSF10/CHST11/ID3/TSLP/DDAH2/DNAJC3/DAXX/ZNF622/CPEB4/HMGA2/ANXA4/BNIP3L/IFI27L2/STK17A",66
"BP","GO:0042981","regulation of apoptotic process","62/68","297/1855",0.208754208754209,5.69469201822143,17.2166499672895,6.63037055220529e-45,2.10182746504908e-42,1.75181369326687e-42,"TIMP1/BCL2A1/BTG1/YWHAZ/CDKN1A/TNFAIP3/MCL1/PPIF/IGFBP3/BCAP31/HSPA5/RIPK2/MORF4L1/PHLDA1/PTGS2/RASA1/TRAF1/HSPA9/BIRC2/ANP32A/GNAI2/GLO1/RGCC/RPS6KA3/RB1CC1/ITM2C/MTRNR2L12/BCL2L11/CAST/BAG1/ITGA5/PTTG1IP/PAK2/YME1L1/TFRC/TMBIM4/CCAR1/SELENOS/ZFAND6/PHLDA2/HERPUD1/PEA15/NRG1/SDF2L1/MORF4L2/IGF2R/NQO1/GSK3B/STK26/TNFSF10/CHST11/ID3/TSLP/DDAH2/DNAJC3/DAXX/ZNF622/CPEB4/HMGA2/ANXA4/BNIP3L/STK17A",62
"BP","GO:0043069","negative regulation of programmed cell death","41/68","192/1855",0.213541666666667,5.82529105392157,13.7713034854969,4.34812530462717e-25,1.14862976797234e-22,9.57350396018789e-23,"TIMP1/BCL2A1/YWHAZ/LAPTM5/CDKN1A/TNFAIP3/MCL1/PPIF/HSPA5/PTGS2/RASA1/HSPA9/BIRC2/GNAI2/GLO1/RPS6KA3/RB1CC1/MTRNR2L12/CAST/BAG1/ITGA5/PTTG1IP/PAK2/YME1L1/TFRC/TMBIM4/SELENOS/ZFAND6/HERPUD1/PEA15/NRG1/NQO1/GSK3B/CHST11/TSLP/DDAH2/DNAJC3/CPEB4/HMGA2/ANXA4/BNIP3L",41
"BP","GO:0043066","negative regulation of apoptotic process","40/68","185/1855",0.216216216216216,5.89825119236884,13.6935397401026,1.46142895434953e-24,3.30909270377715e-22,2.75803509429874e-22,"TIMP1/BCL2A1/YWHAZ/CDKN1A/TNFAIP3/MCL1/PPIF/HSPA5/PTGS2/RASA1/HSPA9/BIRC2/GNAI2/GLO1/RPS6KA3/RB1CC1/MTRNR2L12/CAST/BAG1/ITGA5/PTTG1IP/PAK2/YME1L1/TFRC/TMBIM4/SELENOS/ZFAND6/HERPUD1/PEA15/NRG1/NQO1/GSK3B/CHST11/TSLP/DDAH2/DNAJC3/CPEB4/HMGA2/ANXA4/BNIP3L",40
"BP","GO:0043068","positive regulation of programmed cell death","27/68","126/1855",0.214285714285714,5.84558823529412,10.987055723492,1.29251129887511e-15,2.56078801089631e-13,2.13434431590561e-13,"BCL2A1/BTG1/LAPTM5/CDKN1A/MCL1/IGFBP3/BCAP31/RIPK2/PHLDA1/PTGS2/HSPA9/RGCC/ITM2C/BCL2L11/BAG1/PAK2/CCAR1/PHLDA2/PEA15/IGF2R/NQO1/GSK3B/TNFSF10/ID3/ZNF622/BNIP3L/STK17A",27
"BP","GO:0043065","positive regulation of apoptotic process","25/68","122/1855",0.204918032786885,5.59004339440694,10.2292659600364,6.45249651192007e-14,1.13635633015481e-11,9.47120833036221e-12,"BCL2A1/BTG1/MCL1/IGFBP3/BCAP31/RIPK2/PHLDA1/PTGS2/HSPA9/RGCC/ITM2C/BCL2L11/BAG1/PAK2/CCAR1/PHLDA2/PEA15/IGF2R/NQO1/GSK3B/TNFSF10/ID3/ZNF622/BNIP3L/STK17A",25
"BP","GO:0097190","apoptotic signaling pathway","24/68","142/1855",0.169014084507042,4.6106048053024,8.73157304558169,2.13872655156342e-11,3.38988158422802e-09,2.82537033917062e-09,"BCL2A1/CDKN1A/TNFAIP3/MCL1/PPIF/BCAP31/PTGS2/TRAF1/GNAI2/RB1CC1/ITM2C/BCL2L11/PTTG1IP/PAK2/SELENOS/HERPUD1/PEA15/NRG1/GSK3B/TNFSF10/DAXX/ZNF622/BNIP3L/IFI27L2",24
