"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0009605","response to external stimulus","71/74","391/1855",0.181585677749361,4.55191124628465,16.1108595141697,1.57242983246584e-46,2.75175220681522e-43,2.16995316880286e-43,"B2M/FCER1G/IFI6/REL/HSPA8/HLA-E/NPC2/CALR/HLA-C/PRDX1/NFE2L2/ZMPSTE24/NFKB1/IFITM3/RTN4/NINJ1/CXCL2/TNIP1/PTGER4/NUB1/GNLY/TREM2/NCF1/CSNK1A1/CDC37/ST13/ZC3HAV1/MMP7/IFITM2/RAC2/RNASET2/CD58/LITAF/CCL2/CNPY3/SELENOW/CASP4/PSMA1/CFD/GBP2/STMP1/PJA2/DDX60L/C5AR2/FABP4/TENT5A/LGALS9/FXR1/CELF1/MAP3K8/CD14/ANXA1/PTPRC/TRIB1/ASS1/GBP3/RAB1A/NMI/ATG12/IRAK2/C5AR1/HMGB3/PLD4/CD47/PUM1/PTPN1/SMARCA5/OTULIN/GBP1/PLCG2/IFNAR1",71
"BP","GO:0043207","response to external biotic stimulus","65/74","305/1855",0.213114754098361,5.3422684980062,16.9059472501209,6.64789533908796e-44,3.87793894780131e-41,3.05803185598046e-41,"B2M/FCER1G/IFI6/REL/HSPA8/HLA-E/NPC2/CALR/HLA-C/PRDX1/NFE2L2/ZMPSTE24/NFKB1/IFITM3/RTN4/NINJ1/CXCL2/TNIP1/PTGER4/NUB1/GNLY/TREM2/NCF1/CSNK1A1/CDC37/ST13/ZC3HAV1/MMP7/IFITM2/RNASET2/CD58/LITAF/CCL2/CNPY3/SELENOW/CASP4/CFD/GBP2/STMP1/PJA2/DDX60L/FABP4/TENT5A/LGALS9/CD14/ANXA1/PTPRC/TRIB1/ASS1/GBP3/RAB1A/NMI/ATG12/IRAK2/C5AR1/HMGB3/PLD4/CD47/PUM1/PTPN1/SMARCA5/OTULIN/GBP1/PLCG2/IFNAR1",65
"BP","GO:0051707","response to other organism","65/74","305/1855",0.213114754098361,5.3422684980062,16.9059472501209,6.64789533908796e-44,3.87793894780131e-41,3.05803185598046e-41,"B2M/FCER1G/IFI6/REL/HSPA8/HLA-E/NPC2/CALR/HLA-C/PRDX1/NFE2L2/ZMPSTE24/NFKB1/IFITM3/RTN4/NINJ1/CXCL2/TNIP1/PTGER4/NUB1/GNLY/TREM2/NCF1/CSNK1A1/CDC37/ST13/ZC3HAV1/MMP7/IFITM2/RNASET2/CD58/LITAF/CCL2/CNPY3/SELENOW/CASP4/CFD/GBP2/STMP1/PJA2/DDX60L/FABP4/TENT5A/LGALS9/CD14/ANXA1/PTPRC/TRIB1/ASS1/GBP3/RAB1A/NMI/ATG12/IRAK2/C5AR1/HMGB3/PLD4/CD47/PUM1/PTPN1/SMARCA5/OTULIN/GBP1/PLCG2/IFNAR1",65
"BP","GO:0009607","response to biotic stimulus","65/74","314/1855",0.207006369426752,5.18914615252195,16.5969307596004,5.24945058498968e-43,2.29663463093299e-40,1.81106045182144e-40,"B2M/FCER1G/IFI6/REL/HSPA8/HLA-E/NPC2/CALR/HLA-C/PRDX1/NFE2L2/ZMPSTE24/NFKB1/IFITM3/RTN4/NINJ1/CXCL2/TNIP1/PTGER4/NUB1/GNLY/TREM2/NCF1/CSNK1A1/CDC37/ST13/ZC3HAV1/MMP7/IFITM2/RNASET2/CD58/LITAF/CCL2/CNPY3/SELENOW/CASP4/CFD/GBP2/STMP1/PJA2/DDX60L/FABP4/TENT5A/LGALS9/CD14/ANXA1/PTPRC/TRIB1/ASS1/GBP3/RAB1A/NMI/ATG12/IRAK2/C5AR1/HMGB3/PLD4/CD47/PUM1/PTPN1/SMARCA5/OTULIN/GBP1/PLCG2/IFNAR1",65
"BP","GO:0044419","biological process involved in interspecies interaction between organisms","65/74","345/1855",0.188405797101449,4.72287504896201,15.6184632179387,3.96239670260027e-40,1.38683884591009e-37,1.09362148991767e-37,"B2M/FCER1G/IFI6/REL/HSPA8/HLA-E/NPC2/CALR/HLA-C/PRDX1/NFE2L2/ZMPSTE24/NFKB1/IFITM3/RTN4/NINJ1/CXCL2/TNIP1/PTGER4/NUB1/GNLY/TREM2/NCF1/CSNK1A1/CDC37/ST13/ZC3HAV1/MMP7/IFITM2/RNASET2/CD58/LITAF/CCL2/CNPY3/SELENOW/CASP4/CFD/GBP2/STMP1/PJA2/DDX60L/FABP4/TENT5A/LGALS9/CD14/ANXA1/PTPRC/TRIB1/ASS1/GBP3/RAB1A/NMI/ATG12/IRAK2/C5AR1/HMGB3/PLD4/CD47/PUM1/PTPN1/SMARCA5/OTULIN/GBP1/PLCG2/IFNAR1",65
"BP","GO:0006952","defense response","63/74","326/1855",0.193251533742331,4.84434587962195,15.5799578007943,9.48677455472491e-39,2.76697591179477e-36,2.18195814758673e-36,"B2M/FCER1G/IFI6/REL/HSPA8/HLA-E/HLA-C/PRDX1/NFE2L2/ZMPSTE24/NFKB1/IFITM3/RTN4/NINJ1/CXCL2/TNIP1/PTGER4/NUB1/GNLY/TREM2/NCF1/CSNK1A1/CDC37/ZC3HAV1/MMP7/IFITM2/RNASET2/CD58/CCL2/CNPY3/CASP4/PSMA1/CFD/GBP2/STMP1/PJA2/DDX60L/C5AR2/FABP4/LGALS9/FXR1/CELF1/MAP3K8/CD14/ANXA1/PTPRC/ASS1/GBP3/RAB1A/NMI/ATG12/IRAK2/C5AR1/HMGB3/PLD4/CD47/PUM1/PTPN1/SMARCA5/OTULIN/GBP1/PLCG2/IFNAR1",63
"BP","GO:0098542","defense response to other organism","56/74","243/1855",0.230452674897119,5.77688799911022,16.2781273517859,9.04898076562745e-37,2.26224519140686e-34,1.78394192236655e-34,"B2M/FCER1G/IFI6/REL/HSPA8/HLA-E/HLA-C/PRDX1/NFE2L2/ZMPSTE24/NFKB1/IFITM3/RTN4/NINJ1/CXCL2/TNIP1/NUB1/GNLY/TREM2/NCF1/CSNK1A1/CDC37/ZC3HAV1/MMP7/IFITM2/RNASET2/CD58/CCL2/CNPY3/CASP4/CFD/GBP2/STMP1/PJA2/DDX60L/LGALS9/CD14/ANXA1/PTPRC/ASS1/GBP3/RAB1A/NMI/ATG12/IRAK2/C5AR1/HMGB3/PLD4/CD47/PUM1/PTPN1/SMARCA5/OTULIN/GBP1/PLCG2/IFNAR1",56
"BP","GO:0140546","defense response to symbiont","54/74","231/1855",0.233766233766234,5.85995085995086,16.087317033689,2.76016442745683e-35,6.03785968506181e-33,4.76128363736303e-33,"B2M/FCER1G/IFI6/REL/HSPA8/HLA-E/HLA-C/PRDX1/NFE2L2/ZMPSTE24/NFKB1/IFITM3/RTN4/NINJ1/CXCL2/TNIP1/NUB1/GNLY/TREM2/NCF1/CSNK1A1/CDC37/ZC3HAV1/MMP7/IFITM2/RNASET2/CD58/CCL2/CNPY3/CASP4/CFD/GBP2/STMP1/PJA2/DDX60L/LGALS9/CD14/ANXA1/PTPRC/ASS1/GBP3/NMI/ATG12/IRAK2/HMGB3/PLD4/CD47/PUM1/PTPN1/SMARCA5/OTULIN/GBP1/PLCG2/IFNAR1",54
"BP","GO:0006955","immune response","59/74","315/1855",0.187301587301587,4.6951951951952,14.6680055646108,5.32267808016023e-34,1.03496518225338e-31,8.16143972291235e-32,"B2M/FCER1G/IFI6/REL/HSPA8/HLA-E/HLA-C/PRDX1/NFE2L2/NFKB1/IFITM3/RTN4/NINJ1/CXCL2/TNIP1/PTGER4/NUB1/GNLY/TREM2/NCF1/CSNK1A1/CDC37/ZC3HAV1/MMP7/IFITM2/RAC2/RNASET2/CD58/LITAF/CCL2/CNPY3/CASP4/PSMA1/CFD/GBP2/STMP1/PJA2/C5AR2/LGALS9/FYB1/CD14/ANXA1/PTPRC/ASS1/GBP3/NMI/ATG12/IRAK2/C5AR1/HMGB3/PLD4/CD47/PUM1/PTPN1/SMARCA5/OTULIN/GBP1/PLCG2/IFNAR1",59
"BP","GO:0002376","immune system process","64/74","440/1855",0.145454545454545,3.64619164619165,12.9511453487228,1.73579459024262e-31,3.03764053292459e-29,2.39539653453482e-29,"B2M/FCER1G/IFI6/REL/HSPA8/HLA-E/CALR/HLA-C/PRDX1/NFE2L2/ZMPSTE24/NFKB1/IFITM3/RTN4/NINJ1/CXCL2/TNIP1/PTGER4/NUB1/GNLY/TREM2/NCF1/CSNK1A1/CDC37/ZC3HAV1/MMP7/IFITM2/RAC2/RNASET2/CD58/LITAF/CCL2/CNPY3/SELENOW/CASP4/PSMA1/CFD/GBP2/STMP1/PJA2/C5AR2/LGALS9/MAP3K8/FYB1/CD14/ANXA1/PTPRC/TRIB1/ASS1/GBP3/NMI/ATG12/IRAK2/C5AR1/HMGB3/PLD4/CD47/PUM1/PTPN1/SMARCA5/OTULIN/GBP1/PLCG2/IFNAR1",64
